OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
114,37,5150,1,156,156,2025-02-07 16:23:55,2025-02-12 14:07:12
115,37,5152,2,363,726,2025-02-07 16:23:55,2025-02-12 14:07:12
116,37,5149,2,359,718,2025-02-07 16:23:55,2025-02-12 14:07:12
117,38,5256,3,392,1176,2025-02-06 17:57:18,2025-02-28 03:02:43
118,38,5248,1,90,90,2025-02-06 17:57:18,2025-02-28 03:02:43
119,38,5255,3,311,933,2025-02-06 17:57:18,2025-02-28 03:02:43
120,39,4034,1,381,381,2024-12-08 11:44:22,2025-02-01 21:42:05
121,39,4024,1,217,217,2024-12-08 11:44:22,2025-02-01 21:42:05
122,39,4027,3,204,612,2024-12-08 11:44:22,2025-02-01 21:42:05
123,39,4026,1,433,433,2024-12-08 11:44:22,2025-02-01 21:42:05
124,40,7784,2,330,660,2025-01-23 05:58:16,2025-01-27 05:49:09
125,40,7788,1,418,418,2025-01-23 05:58:16,2025-01-27 05:49:09
126,41,2653,3,143,429,2025-01-15 09:36:51,2025-03-01 12:49:19
127,41,2656,2,102,204,2025-01-15 09:36:51,2025-03-01 12:49:19
128,41,2651,2,221,442,2025-01-15 09:36:51,2025-03-01 12:49:19
129,41,2649,1,467,467,2025-01-15 09:36:51,2025-03-01 12:49:19
130,41,2654,2,326,652,2025-01-15 09:36:51,2025-03-01 12:49:19
131,42,9994,3,401,1203,2024-12-20 07:11:16,2025-01-03 08:43:05
132,42,9998,3,466,1398,2024-12-20 07:11:16,2025-01-03 08:43:05
133,42,9997,2,83,166,2024-12-20 07:11:16,2025-01-03 08:43:05
134,42,9991,2,326,652,2024-12-20 07:11:16,2025-01-03 08:43:05
135,42,10004,1,207,207,2024-12-20 07:11:16,2025-01-03 08:43:05
136,43,2415,2,186,372,2025-01-26 00:51:08,2025-02-11 14:51:29
137,43,2417,3,120,360,2025-01-26 00:51:08,2025-02-11 14:51:29
138,43,2418,1,127,127,2025-01-26 00:51:08,2025-02-11 14:51:29
139,44,2322,1,334,334,2025-02-04 04:59:16,2025-02-21 06:07:22
140,44,2318,2,239,478,2025-02-04 04:59:16,2025-02-21 06:07:22
141,44,2314,2,80,160,2025-02-04 04:59:16,2025-02-21 06:07:22
142,45,5058,1,319,319,2024-12-18 07:14:19,2025-03-04 10:54:15
143,46,1596,2,177,354,2024-12-09 03:50:07,2025-02-24 01:51:06
144,47,5107,3,119,357,2025-02-20 16:50:16,2025-03-01 00:07:59
145,48,1404,2,311,622,2025-01-06 22:23:11,2025-02-01 15:41:37
146,48,1407,2,156,312,2025-01-06 22:23:11,2025-02-01 15:41:37
147,48,1406,3,70,210,2025-01-06 22:23:11,2025-02-01 15:41:37
148,49,4278,3,209,627,2025-02-22 05:16:11,2025-03-02 17:53:32
149,50,3309,1,225,225,2025-01-10 17:25:30,2025-01-20 19:32:32
150,50,3311,1,181,181,2025-01-10 17:25:30,2025-01-20 19:32:32
151,51,4468,3,73,219,2024-12-08 23:18:55,2025-01-24 16:19:12
152,51,4471,3,87,261,2024-12-08 23:18:55,2025-01-24 16:19:12
153,52,3300,3,390,1170,2025-01-05 03:09:45,2025-02-18 04:03:21
154,52,3301,3,490,1470,2025-01-05 03:09:45,2025-02-18 04:03:21
155,52,3294,3,275,825,2025-01-05 03:09:45,2025-02-18 04:03:21
156,53,10764,3,389,1167,2025-02-26 15:47:27,2025-03-05 09:46:40
157,54,4488,1,399,399,2024-12-10 08:13:29,2025-01-29 07:39:45
158,54,4483,2,339,678,2024-12-10 08:13:29,2025-01-29 07:39:45
159,54,4490,1,334,334,2024-12-10 08:13:29,2025-01-29 07:39:45
160,55,4568,1,361,361,2025-02-13 17:46:07,2025-02-24 06:42:38
161,56,2030,3,324,972,2025-02-15 00:29:05,2025-03-02 19:45:36
162,56,2039,2,441,882,2025-02-15 00:29:05,2025-03-02 19:45:36
163,56,2038,1,129,129,2025-02-15 00:29:05,2025-03-02 19:45:36
164,56,2029,2,95,190,2025-02-15 00:29:05,2025-03-02 19:45:36
165,56,2035,1,449,449,2025-02-15 00:29:05,2025-03-02 19:45:36
166,57,6252,2,261,522,2025-02-14 05:34:48,2025-02-26 10:54:48
167,57,6254,2,76,152,2025-02-14 05:34:48,2025-02-26 10:54:48
168,57,6256,2,421,842,2025-02-14 05:34:48,2025-02-26 10:54:48
169,57,6259,1,139,139,2025-02-14 05:34:48,2025-02-26 10:54:48
170,58,6236,3,375,1125,2025-02-13 14:21:40,2025-03-04 15:33:26
171,58,6237,3,348,1044,2025-02-13 14:21:40,2025-03-04 15:33:26
172,58,6240,3,394,1182,2025-02-13 14:21:40,2025-03-04 15:33:26
173,59,76,1,228,228,2025-01-29 19:07:43,2025-02-23 07:42:00
174,59,82,1,215,215,2025-01-29 19:07:43,2025-02-23 07:42:00
175,59,83,2,230,460,2025-01-29 19:07:43,2025-02-23 07:42:00
176,60,11165,1,276,276,2025-02-03 22:48:55,2025-02-11 13:25:01
177,60,11170,1,130,130,2025-02-03 22:48:55,2025-02-11 13:25:01
178,61,1702,1,86,86,2025-02-14 12:32:30,2025-02-20 07:08:36
179,61,1706,1,251,251,2025-02-14 12:32:30,2025-02-20 07:08:36
180,61,1708,2,206,412,2025-02-14 12:32:30,2025-02-20 07:08:36
181,61,1704,1,130,130,2025-02-14 12:32:30,2025-02-20 07:08:36
182,62,11128,2,269,538,2025-02-07 02:44:45,2025-02-11 00:53:41
183,62,11126,1,151,151,2025-02-07 02:44:45,2025-02-11 00:53:41
184,63,11260,3,450,1350,2024-12-24 04:23:34,2025-02-14 05:44:03
185,63,11252,2,441,882,2024-12-24 04:23:34,2025-02-14 05:44:03
186,63,11253,2,313,626,2024-12-24 04:23:34,2025-02-14 05:44:03
187,63,11257,1,134,134,2024-12-24 04:23:34,2025-02-14 05:44:03
188,63,11251,3,129,387,2024-12-24 04:23:34,2025-02-14 05:44:03
189,64,10954,2,419,838,2024-12-13 21:14:04,2024-12-30 14:14:10
190,65,4002,3,184,552,2025-02-27 22:04:50,2025-02-28 11:57:22
191,65,4011,2,333,666,2025-02-27 22:04:50,2025-02-28 11:57:22
192,65,4010,2,99,198,2025-02-27 22:04:50,2025-02-28 11:57:22
193,65,4008,1,90,90,2025-02-27 22:04:50,2025-02-28 11:57:22
194,65,4004,3,308,924,2025-02-27 22:04:50,2025-02-28 11:57:22
195,66,11144,1,186,186,2025-02-22 03:04:18,2025-02-27 01:22:09
196,66,11139,2,400,800,2025-02-22 03:04:18,2025-02-27 01:22:09
197,66,11138,2,466,932,2025-02-22 03:04:18,2025-02-27 01:22:09
198,66,11142,1,254,254,2025-02-22 03:04:18,2025-02-27 01:22:09
199,66,11146,3,272,816,2025-02-22 03:04:18,2025-02-27 01:22:09
200,67,11094,2,447,894,2024-12-17 06:53:11,2025-03-01 05:28:00
201,67,11097,1,387,387,2024-12-17 06:53:11,2025-03-01 05:28:00
202,67,11090,3,58,174,2024-12-17 06:53:11,2025-03-01 05:28:00
203,67,11095,1,333,333,2024-12-17 06:53:11,2025-03-01 05:28:00
204,68,3871,3,261,783,2025-02-10 18:00:25,2025-02-13 11:03:16
205,69,12090,2,368,736,2025-02-13 05:33:18,2025-02-24 20:28:28
206,69,12088,2,92,184,2025-02-13 05:33:18,2025-02-24 20:28:28
207,69,12092,1,228,228,2025-02-13 05:33:18,2025-02-24 20:28:28
208,69,12091,3,105,315,2025-02-13 05:33:18,2025-02-24 20:28:28
209,69,12094,1,97,97,2025-02-13 05:33:18,2025-02-24 20:28:28
210,70,4028,2,298,596,2025-02-05 10:27:57,2025-02-21 20:37:33
211,70,4034,2,381,762,2025-02-05 10:27:57,2025-02-21 20:37:33
212,70,4032,3,172,516,2025-02-05 10:27:57,2025-02-21 20:37:33
213,71,3271,1,484,484,2024-12-24 12:46:07,2025-01-18 18:32:07
214,71,3267,3,267,801,2024-12-24 12:46:07,2025-01-18 18:32:07
215,71,3266,2,218,436,2024-12-24 12:46:07,2025-01-18 18:32:07
216,72,9784,1,114,114,2025-02-13 15:14:40,2025-02-28 13:52:58
217,72,9782,3,481,1443,2025-02-13 15:14:40,2025-02-28 13:52:58
218,73,9972,3,214,642,2025-03-03 02:01:04,2025-03-03 07:37:18
219,73,9966,3,216,648,2025-03-03 02:01:04,2025-03-03 07:37:18
220,73,9963,3,148,444,2025-03-03 02:01:04,2025-03-03 07:37:18
221,73,9969,2,110,220,2025-03-03 02:01:04,2025-03-03 07:37:18
222,74,10240,3,456,1368,2025-02-26 21:15:29,2025-02-27 16:47:45
223,74,10238,1,74,74,2025-02-26 21:15:29,2025-02-27 16:47:45
224,74,10232,3,372,1116,2025-02-26 21:15:29,2025-02-27 16:47:45
225,74,10233,1,133,133,2025-02-26 21:15:29,2025-02-27 16:47:45
226,74,10236,1,478,478,2025-02-26 21:15:29,2025-02-27 16:47:45
227,75,9836,2,78,156,2025-01-28 02:30:01,2025-03-05 03:01:28
228,75,9837,3,105,315,2025-01-28 02:30:01,2025-03-05 03:01:28
229,76,438,3,476,1428,2025-02-20 12:19:20,2025-02-28 00:45:18
230,77,131,2,494,988,2025-02-28 18:06:03,2025-03-04 01:59:08
231,77,133,3,417,1251,2025-02-28 18:06:03,2025-03-04 01:59:08
232,77,132,3,127,381,2025-02-28 18:06:03,2025-03-04 01:59:08
233,77,124,2,97,194,2025-02-28 18:06:03,2025-03-04 01:59:08
234,78,457,3,263,789,2025-03-04 16:09:18,2025-03-05 07:11:12
235,79,3596,1,436,436,2025-01-11 10:46:38,2025-02-07 17:09:47
236,79,3601,2,483,966,2025-01-11 10:46:38,2025-02-07 17:09:47
237,80,3929,3,75,225,2025-01-07 03:03:23,2025-01-14 10:35:58
238,80,3936,2,480,960,2025-01-07 03:03:23,2025-01-14 10:35:58
239,80,3933,2,114,228,2025-01-07 03:03:23,2025-01-14 10:35:58
240,80,3934,1,52,52,2025-01-07 03:03:23,2025-01-14 10:35:58
241,81,451,2,184,368,2025-01-05 13:30:20,2025-03-02 04:17:05
242,81,444,3,357,1071,2025-01-05 13:30:20,2025-03-02 04:17:05
243,81,449,3,209,627,2025-01-05 13:30:20,2025-03-02 04:17:05
244,82,9053,1,225,225,2025-02-04 12:46:39,2025-02-09 23:02:48
245,82,9055,3,73,219,2025-02-04 12:46:39,2025-02-09 23:02:48
246,82,9043,3,252,756,2025-02-04 12:46:39,2025-02-09 23:02:48
247,83,3079,2,255,510,2025-02-09 01:58:33,2025-02-15 13:33:35
248,83,3078,1,328,328,2025-02-09 01:58:33,2025-02-15 13:33:35
249,83,3075,2,98,196,2025-02-09 01:58:33,2025-02-15 13:33:35
250,84,10355,2,153,306,2025-03-04 09:29:12,2025-03-04 13:55:32
251,84,10354,2,103,206,2025-03-04 09:29:12,2025-03-04 13:55:32
252,84,10349,1,468,468,2025-03-04 09:29:12,2025-03-04 13:55:32
253,85,2848,2,418,836,2025-02-03 04:13:24,2025-02-14 17:54:15
254,86,8168,1,452,452,2024-12-10 06:08:30,2025-02-23 01:54:21
255,86,8166,2,487,974,2024-12-10 06:08:30,2025-02-23 01:54:21
256,86,8169,1,257,257,2024-12-10 06:08:30,2025-02-23 01:54:21
257,87,8018,2,156,312,2024-12-16 06:41:59,2024-12-16 21:52:48
258,87,8014,2,253,506,2024-12-16 06:41:59,2024-12-16 21:52:48
259,87,8012,2,356,712,2024-12-16 06:41:59,2024-12-16 21:52:48
260,88,942,1,206,206,2025-01-26 04:04:03,2025-03-01 00:58:38
261,88,945,1,231,231,2025-01-26 04:04:03,2025-03-01 00:58:38
262,89,8016,3,137,411,2024-12-22 16:49:40,2025-03-03 02:16:01
263,89,8011,3,289,867,2024-12-22 16:49:40,2025-03-03 02:16:01
264,90,8122,2,102,204,2025-01-04 14:51:02,2025-02-23 11:31:19
265,90,8130,3,134,402,2025-01-04 14:51:02,2025-02-23 11:31:19
266,90,8126,3,229,687,2025-01-04 14:51:02,2025-02-23 11:31:19
267,90,8131,1,262,262,2025-01-04 14:51:02,2025-02-23 11:31:19
268,90,8120,1,464,464,2025-01-04 14:51:02,2025-02-23 11:31:19
269,91,12142,3,74,222,2024-12-17 06:18:07,2025-01-10 04:38:49
270,92,8531,3,370,1110,2025-02-10 05:22:43,2025-02-28 05:43:27
271,92,8527,2,352,704,2025-02-10 05:22:43,2025-02-28 05:43:27
272,92,8525,2,245,490,2025-02-10 05:22:43,2025-02-28 05:43:27
273,92,8523,1,441,441,2025-02-10 05:22:43,2025-02-28 05:43:27
274,92,8526,2,143,286,2025-02-10 05:22:43,2025-02-28 05:43:27
275,93,7991,3,195,585,2025-01-06 07:10:16,2025-02-02 06:17:18
276,94,6222,1,276,276,2025-01-20 07:06:56,2025-02-23 22:25:53
277,94,6226,3,329,987,2025-01-20 07:06:56,2025-02-23 22:25:53
278,94,6224,1,94,94,2025-01-20 07:06:56,2025-02-23 22:25:53
279,94,6228,3,457,1371,2025-01-20 07:06:56,2025-02-23 22:25:53
280,94,6221,2,330,660,2025-01-20 07:06:56,2025-02-23 22:25:53
281,95,2280,1,103,103,2025-01-05 16:11:38,2025-01-21 20:50:24
282,96,6316,2,312,624,2025-02-22 03:40:55,2025-02-23 17:14:05
283,96,6323,3,242,726,2025-02-22 03:40:55,2025-02-23 17:14:05
284,97,8313,2,403,806,2025-01-19 08:01:02,2025-02-02 18:18:24
285,97,8311,1,115,115,2025-01-19 08:01:02,2025-02-02 18:18:24
286,98,8309,3,442,1326,2025-02-05 02:21:54,2025-02-27 13:44:02
287,99,8290,3,183,549,2025-01-07 07:52:33,2025-02-09 10:14:41
288,99,8289,1,227,227,2025-01-07 07:52:33,2025-02-09 10:14:41
289,99,8291,2,498,996,2025-01-07 07:52:33,2025-02-09 10:14:41
290,99,8293,1,178,178,2025-01-07 07:52:33,2025-02-09 10:14:41
291,100,133,3,417,1251,2024-12-05 15:32:08,2025-02-09 22:02:11
292,100,130,2,457,914,2024-12-05 15:32:08,2025-02-09 22:02:11
293,100,134,3,443,1329,2024-12-05 15:32:08,2025-02-09 22:02:11
294,100,136,2,279,558,2024-12-05 15:32:08,2025-02-09 22:02:11
295,100,135,2,423,846,2024-12-05 15:32:08,2025-02-09 22:02:11
296,101,78,3,453,1359,2025-02-22 18:48:34,2025-02-28 04:58:47
297,101,84,2,296,592,2025-02-22 18:48:34,2025-02-28 04:58:47
298,101,76,1,228,228,2025-02-22 18:48:34,2025-02-28 04:58:47
299,101,83,3,230,690,2025-02-22 18:48:34,2025-02-28 04:58:47
300,102,1739,1,342,342,2024-12-11 14:03:43,2025-01-04 12:15:59
301,102,1745,3,263,789,2024-12-11 14:03:43,2025-01-04 12:15:59
302,103,380,1,115,115,2025-02-13 10:02:41,2025-02-28 17:36:41
303,103,379,3,452,1356,2025-02-13 10:02:41,2025-02-28 17:36:41
304,103,385,1,220,220,2025-02-13 10:02:41,2025-02-28 17:36:41
305,103,382,3,114,342,2025-02-13 10:02:41,2025-02-28 17:36:41
306,103,387,2,112,224,2025-02-13 10:02:41,2025-02-28 17:36:41
307,104,1751,3,90,270,2024-12-22 06:44:30,2025-01-06 20:31:27
308,104,1755,2,235,470,2024-12-22 06:44:30,2025-01-06 20:31:27
309,104,1752,2,60,120,2024-12-22 06:44:30,2025-01-06 20:31:27
310,104,1748,3,449,1347,2024-12-22 06:44:30,2025-01-06 20:31:27
311,104,1758,2,83,166,2024-12-22 06:44:30,2025-01-06 20:31:27
312,105,4656,1,301,301,2024-12-28 08:37:57,2025-01-03 18:41:52
313,106,1326,3,261,783,2025-01-30 00:52:02,2025-02-11 14:52:52
314,106,1327,1,178,178,2025-01-30 00:52:02,2025-02-11 14:52:52
315,106,1319,1,290,290,2025-01-30 00:52:02,2025-02-11 14:52:52
316,106,1324,3,145,435,2025-01-30 00:52:02,2025-02-11 14:52:52
317,106,1322,2,123,246,2025-01-30 00:52:02,2025-02-11 14:52:52
318,107,1154,2,462,924,2025-02-19 14:27:35,2025-02-22 11:37:50
319,108,7017,2,468,936,2025-01-05 17:28:55,2025-02-26 03:14:13
320,108,7024,2,150,300,2025-01-05 17:28:55,2025-02-26 03:14:13
321,108,7013,3,176,528,2025-01-05 17:28:55,2025-02-26 03:14:13
322,108,7026,1,214,214,2025-01-05 17:28:55,2025-02-26 03:14:13
323,108,7022,2,353,706,2025-01-05 17:28:55,2025-02-26 03:14:13
324,109,9427,2,228,456,2025-02-02 22:33:17,2025-03-03 00:09:03
325,109,9424,3,357,1071,2025-02-02 22:33:17,2025-03-03 00:09:03
326,110,1575,1,162,162,2025-02-03 19:32:01,2025-02-12 01:32:51
327,110,1573,3,107,321,2025-02-03 19:32:01,2025-02-12 01:32:51
328,110,1576,3,434,1302,2025-02-03 19:32:01,2025-02-12 01:32:51
329,111,1195,3,471,1413,2024-12-19 01:28:07,2025-01-11 05:09:54
330,111,1190,1,320,320,2024-12-19 01:28:07,2025-01-11 05:09:54
331,111,1199,1,415,415,2024-12-19 01:28:07,2025-01-11 05:09:54
332,111,1200,3,342,1026,2024-12-19 01:28:07,2025-01-11 05:09:54
333,111,1201,1,245,245,2024-12-19 01:28:07,2025-01-11 05:09:54
334,112,1282,1,292,292,2025-01-28 15:56:42,2025-01-29 15:31:11
335,112,1278,1,366,366,2025-01-28 15:56:42,2025-01-29 15:31:11
336,112,1279,1,332,332,2025-01-28 15:56:42,2025-01-29 15:31:11
337,112,1284,3,275,825,2025-01-28 15:56:42,2025-01-29 15:31:11
338,112,1280,2,108,216,2025-01-28 15:56:42,2025-01-29 15:31:11
339,113,11610,1,298,298,2025-01-31 16:50:32,2025-02-20 12:07:52
340,114,1599,3,249,747,2024-12-30 10:09:31,2025-01-30 17:07:41
341,115,1576,2,434,868,2025-02-13 03:59:17,2025-02-14 19:03:29
342,115,1579,1,137,137,2025-02-13 03:59:17,2025-02-14 19:03:29
343,115,1577,1,480,480,2025-02-13 03:59:17,2025-02-14 19:03:29
344,115,1571,2,115,230,2025-02-13 03:59:17,2025-02-14 19:03:29
345,116,8068,2,305,610,2025-02-05 08:13:29,2025-03-03 03:49:22
346,116,8077,2,457,914,2025-02-05 08:13:29,2025-03-03 03:49:22
347,116,8072,1,174,174,2025-02-05 08:13:29,2025-03-03 03:49:22
348,117,1449,1,455,455,2025-01-15 12:15:47,2025-03-04 12:06:43
349,117,1451,1,283,283,2025-01-15 12:15:47,2025-03-04 12:06:43
350,118,1603,2,295,590,2025-01-21 04:48:37,2025-01-28 22:19:59
351,118,1605,2,321,642,2025-01-21 04:48:37,2025-01-28 22:19:59
352,118,1594,1,136,136,2025-01-21 04:48:37,2025-01-28 22:19:59
353,119,5088,3,224,672,2024-12-19 06:22:14,2025-02-18 01:36:02
354,119,5084,2,477,954,2024-12-19 06:22:14,2025-02-18 01:36:02
355,119,5092,1,447,447,2024-12-19 06:22:14,2025-02-18 01:36:02
356,119,5093,1,464,464,2024-12-19 06:22:14,2025-02-18 01:36:02
