RestaurantID,Name,CuisineType,Pricing_for_2,Restaurant_Phone,OperatingHours,LocationID,ActiveFlag,OpenStatus,Locality,Restaurant_Address,Latitude,Longitude,CreatedDate,ModifiedDate
13,Royal House,"Italian, Ice Cream, Japanese",1774,9788227492,9:00 AM - 17:00 PM,1,Yes,Open,Deep Ganj,"Second Floor, Deep Ganj, Delhi - 780487",21.095145319537867,81.65381181569884,2023-09-15 00:23:43,2024-12-03 19:08:09
14,Emerald Hub,"Japanese, Bakery, Mediterranean",1239,9214257751,12:00 AM - 19:00 PM,1,Yes,Open,Raman Road," Raman Road, Delhi - 780487",26.181930173994637,73.06356111709208,2022-07-08 16:17:58,2024-08-25 14:37:49
15,Crystal Restaurant,"Bakery, North Indian, Mughlai",1200,9120912992,7:00 AM - 19:00 PM,1,Yes,Open,Randhawa Road,"Second Floor, Randhawa Road, Delhi - 780487",15.39200746187132,75.5768839643685,2023-01-24 15:21:04,2023-12-28 11:57:54
16,Silver Bistro,Cafe,1871,9174316370,11:00 AM - 23:00 PM,1,Yes,Open,Mannan,"First Floor, Mannan, Delhi - 780487",12.149030763393075,82.26931189471878,2024-02-21 05:27:43,2024-07-22 17:06:31
17,Golden Restaurant,"Bakery, Beverages",633,9679064766,12:00 AM - 22:00 PM,1,Yes,Open,Sankaran Marg,"First Floor, Sankaran Marg, Delhi - 780487",29.218110006318362,80.0912301649266,2023-01-15 14:07:36,2023-03-01 03:49:11
18,Diamond House,"Fast Food, Bakery",1124,9229927269,8:00 AM - 18:00 PM,1,Yes,Open,Swamy Circle,"Ground Floor, Swamy Circle, Delhi - 780487",18.272098414705695,85.49621391195402,2023-06-28 02:02:05,2024-12-30 05:32:29
19,Flavors Garden,North Indian,345,9860038427,12:00 AM - 17:00 PM,1,Yes,Open,Dhawan Ganj,"First Floor, Dhawan Ganj, Delhi - 780487",10.36808958082098,69.59683995241367,2022-04-23 05:21:46,2022-06-07 16:08:28
20,Green Bistro,"Thai, Japanese, Cafe",638,9678998028,8:00 AM - 22:00 PM,1,Yes,Open,Wadhwa Nagar," Wadhwa Nagar, Delhi - 780487",25.225380171850276,75.63757127039794,2023-03-17 08:37:35,2024-01-14 15:42:46
21,Red Corner,"Mexican, Italian",398,9807577342,10:00 AM - 19:00 PM,1,Yes,Open,Som Road,"Third Floor, Som Road, Delhi - 780487",20.404186460652355,93.36253916595217,2023-06-08 04:20:00,2023-06-27 01:16:46
22,Royal House,"Italian, South Indian, Desserts",1691,9464323393,7:00 AM - 18:00 PM,1,Yes,Open,Bawa Ganj,"First Floor, Bawa Ganj, Delhi - 780487",13.954100126471698,81.50791679063592,2023-09-18 12:34:30,2024-09-02 06:38:57
23,Blue Restaurant,"Fast Food, Thai",1990,9180943908,10:00 AM - 23:00 PM,1,Yes,Open,Shetty Zila," Shetty Zila, Delhi - 780487",11.258934863486731,87.3187367236578,2023-02-04 07:05:21,2024-08-16 16:56:47
24,Golden Junction,Chinese,1743,9353810544,8:00 AM - 20:00 PM,1,Yes,Open,Bajaj Street,"Third Floor, Bajaj Street, Delhi - 780487",22.455665804754354,93.38576874956266,2023-08-08 22:41:16,2024-02-19 00:46:20
25,Ruby Kitchen,Desserts,204,9519212169,9:00 AM - 23:00 PM,1,Yes,Open,Hayre Path,"Third Floor, Hayre Path, Delhi - 780487",16.729277485250073,88.58768742778464,2023-05-08 08:55:06,2023-07-25 07:54:08
26,Emerald Corner,"Cafe, Continental, Mexican",807,9333754555,7:00 AM - 21:00 PM,1,Yes,Open,Sane Zila," Sane Zila, Delhi - 780487",10.179961087114263,77.65341731892578,2023-12-16 20:49:26,2025-01-11 01:27:57
27,Royal Garden,"Bakery, Burger",522,9161073976,11:00 AM - 17:00 PM,1,Yes,Open,Bora Street,"First Floor, Bora Street, Delhi - 780487",10.400822914950737,70.64028264937787,2024-02-13 09:37:01,2024-05-13 23:44:08
28,Pearl Cafe,"Italian, Pizza",704,9721609600,11:00 AM - 17:00 PM,1,Yes,Open,Seshadri Street," Seshadri Street, Delhi - 780487",10.793915440450364,87.46800384569052,2023-03-13 17:34:23,2024-06-19 21:40:51
29,Silver Table,"Japanese, Mexican",1571,9869005091,9:00 AM - 18:00 PM,1,Yes,Open,Padmanabhan Chowk,"Second Floor, Padmanabhan Chowk, Delhi - 780487",19.956946726304633,87.87675586550718,2023-02-19 12:04:24,2024-12-20 04:54:30
30,Urban Bites,"Chinese, North Indian",1138,9766964667,11:00 AM - 17:00 PM,1,Yes,Open,Bhavsar Nagar,"Ground Floor, Bhavsar Nagar, Delhi - 780487",24.09892459976752,83.14300801509225,2022-11-17 10:04:36,2024-06-27 02:38:19
31,Taste Hub,"Chinese, Thai",956,9406002884,8:00 AM - 20:00 PM,1,Yes,Open,Srinivas Nagar," Srinivas Nagar, Delhi - 780487",28.943365812551235,86.16340021147587,2022-04-18 06:46:48,2024-03-03 23:46:36
32,Crystal House,"North Indian, Ice Cream, Lebanese",1558,9211225158,8:00 AM - 19:00 PM,1,Yes,Open,Morar Nagar,"Ground Floor, Morar Nagar, Delhi - 780487",34.37961104456671,89.89599632765751,2024-02-20 04:50:00,2024-07-23 23:12:02
33,Taste Diner,"Burger, Mexican",1669,9468164906,8:00 AM - 22:00 PM,1,Yes,Open,Bhatnagar Road,"Second Floor, Bhatnagar Road, Delhi - 780487",23.157944496461226,75.86951174659548,2023-07-17 23:39:43,2024-02-11 19:29:22
34,Ruby Junction,Chinese,1499,9554811020,9:00 AM - 17:00 PM,1,No,Closed,Bhavsar Circle,"Ground Floor, Bhavsar Circle, Delhi - 780487",18.139850927268576,72.4349013130336,2023-02-02 20:40:09,2023-03-31 23:28:07
35,Urban Restaurant,"Fast Food, Ice Cream, Beverages",1348,9110382761,7:00 AM - 17:00 PM,1,No,Closed,Bhatt Street,"First Floor, Bhatt Street, Delhi - 780487",24.331236444801256,92.52768781774577,2023-06-15 11:30:03,2023-12-29 09:48:25
36,Silver Table,Beverages,461,9144913399,9:00 AM - 19:00 PM,1,Yes,Open,Halder Marg,"Ground Floor, Halder Marg, Delhi - 780487",34.64859938657306,74.69768516959998,2024-02-23 02:35:41,2024-11-29 12:57:24
37,Flavors House,Street Food,1797,9701170349,10:00 AM - 21:00 PM,1,Yes,Open,Saha Marg,"First Floor, Saha Marg, Delhi - 780487",35.43230361903105,75.4588508351482,2022-08-01 01:10:36,2023-08-01 18:28:25
38,Taste Corner,Beverages,250,9292587044,12:00 AM - 19:00 PM,1,Yes,Open,Dalal,"Third Floor, Dalal, Delhi - 780487",31.82526605696446,93.36902801011422,2023-10-08 18:19:19,2024-08-14 19:13:55
39,Crystal Cafe,"Mediterranean, Italian",983,9141580226,10:00 AM - 18:00 PM,1,Yes,Open,Jhaveri Chowk,"First Floor, Jhaveri Chowk, Delhi - 780487",32.24432888343033,81.84165735008379,2023-03-01 19:22:53,2024-09-11 07:48:09
40,Urban Junction,Thai,248,9808705238,8:00 AM - 20:00 PM,1,Yes,Open,Bansal Road,"Second Floor, Bansal Road, Delhi - 780487",16.535209381871717,70.6819625456235,2022-03-22 18:59:22,2024-03-23 16:45:49
41,Urban Eatery,"Bakery, Desserts, Ice Cream",878,9129635852,7:00 AM - 19:00 PM,3,Yes,Open,Murthy,"First Floor, Murthy, Bangalore - 344053",25.35322022517027,96.78036885581214,2023-03-02 13:27:54,2024-09-07 18:29:40
42,Royal Bistro,"Beverages, Street Food, Mughlai",1093,9750911797,11:00 AM - 17:00 PM,3,Yes,Open,Vaidya Chowk,"Third Floor, Vaidya Chowk, Bangalore - 344053",34.66553820100703,74.12674901204055,2023-09-13 22:12:12,2024-10-11 06:13:46
43,Royal Palace,"North Indian, Bakery",1851,9678158427,12:00 AM - 22:00 PM,3,Yes,Open,Dewan Circle,"First Floor, Dewan Circle, Bangalore - 344053",19.035266976012913,70.69775230765616,2022-03-18 15:00:33,2023-12-27 02:41:38
44,Diamond Hub,"Burger, Mughlai",1558,9233815413,12:00 AM - 19:00 PM,3,No,Closed,Nagarajan Nagar," Nagarajan Nagar, Bangalore - 344053",17.431112136492676,80.35961754107865,2023-07-27 14:06:12,2024-09-30 17:15:16
45,Blue Palace,"Ice Cream, Continental",592,9551450815,12:00 AM - 20:00 PM,3,Yes,Open,Mani,"First Floor, Mani, Bangalore - 344053",26.37303554578031,77.2921189188469,2022-08-15 00:06:02,2024-03-17 03:53:13
46,Golden Junction,Lebanese,787,9325681936,10:00 AM - 23:00 PM,3,Yes,Open,Puri Road," Puri Road, Bangalore - 344053",26.114517858009073,77.90021550897816,2022-08-17 17:13:08,2023-02-24 21:32:03
47,Red Bites,"Mexican, Bakery, Cafe",1825,9954725078,12:00 AM - 18:00 PM,3,Yes,Open,Ghose Circle,"Ground Floor, Ghose Circle, Bangalore - 344053",16.686563025796403,87.65302702650771,2023-05-17 16:33:31,2023-10-06 05:43:10
48,Silver Eatery,Thai,1577,9433310361,8:00 AM - 23:00 PM,3,Yes,Open,Keer Path,"First Floor, Keer Path, Bangalore - 344053",12.702735697576564,70.01940165154825,2023-11-11 01:29:45,2025-02-28 02:08:04
49,Red Garden,Fast Food,1048,9776205431,11:00 AM - 18:00 PM,3,Yes,Open,Bhatia Circle,"Third Floor, Bhatia Circle, Bangalore - 344053",22.83581333510476,75.66575574996443,2023-08-10 07:04:39,2024-06-26 02:32:32
50,Diamond Palace,Italian,1794,9556497252,8:00 AM - 18:00 PM,3,Yes,Open,Sastry Ganj," Sastry Ganj, Bangalore - 344053",21.964856629568168,84.61393541965344,2023-12-10 06:31:00,2024-12-01 14:40:03
51,Ruby Junction,Fast Food,473,9960514523,10:00 AM - 22:00 PM,3,No,Closed,Thakur Chowk," Thakur Chowk, Bangalore - 344053",37.24645962954028,85.70016369230194,2024-02-26 23:53:24,2025-02-17 04:52:55
52,Crystal Hub,"Burger, Bakery",1073,9991816852,11:00 AM - 20:00 PM,3,Yes,Open,Garg Road,"First Floor, Garg Road, Bangalore - 344053",30.11473891105988,82.25195517129818,2024-02-01 17:13:22,2025-01-12 03:25:41
53,Urban Corner,Japanese,1768,9935021998,11:00 AM - 20:00 PM,3,No,Closed,Padmanabhan Nagar,"First Floor, Padmanabhan Nagar, Bangalore - 344053",16.41824544999212,70.9121497528382,2023-01-12 21:55:33,2024-03-07 14:45:54
54,Urban Cafe,"Mughlai, Burger",1306,9186519602,8:00 AM - 18:00 PM,3,Yes,Open,Karan Ganj,"First Floor, Karan Ganj, Bangalore - 344053",19.584630538995075,73.06259036077758,2023-10-09 23:01:17,2024-09-25 06:34:45
55,Flavors Bistro,"Beverages, Mughlai",1311,9600282414,10:00 AM - 17:00 PM,3,Yes,Open,Sethi Road,"First Floor, Sethi Road, Bangalore - 344053",32.720422144742244,79.81956300164117,2023-09-23 05:16:34,2024-06-09 09:09:38
56,Crystal Garden,"North Indian, Pizza, Desserts",1176,9106330865,9:00 AM - 19:00 PM,3,No,Closed,Gulati,"Third Floor, Gulati, Bangalore - 344053",33.320680156617854,95.92043616332154,2023-09-09 07:36:07,2024-11-11 08:43:42
57,Blue Table,"Ice Cream, Thai, Cafe",649,9393062061,10:00 AM - 20:00 PM,3,Yes,Open,Lad Ganj,"Ground Floor, Lad Ganj, Bangalore - 344053",19.75463033478694,87.79634186878428,2022-07-01 09:29:23,2023-07-16 05:46:01
58,Crystal Grill,"Mediterranean, Fast Food, Continental",1474,9673510887,7:00 AM - 20:00 PM,3,Yes,Open,Saran Nagar," Saran Nagar, Bangalore - 344053",24.88024590432341,69.47376342301592,2024-01-11 16:33:38,2024-12-26 21:30:16
59,Diamond Grill,Fast Food,572,9153992714,9:00 AM - 20:00 PM,3,Yes,Open,Aurora Chowk,"Second Floor, Aurora Chowk, Bangalore - 344053",14.580480298975262,78.03144772936136,2023-10-08 15:20:07,2024-02-15 21:39:07
60,Crystal Hub,"Japanese, Beverages",716,9996478772,7:00 AM - 20:00 PM,3,Yes,Open,Padmanabhan Street,"Ground Floor, Padmanabhan Street, Bangalore - 344053",30.271508423619245,70.18704411534495,2023-02-20 08:19:22,2023-11-18 02:28:09
61,Green Cafe,"Chinese, South Indian, North Indian",706,9314061901,7:00 AM - 21:00 PM,3,Yes,Open,Raja Nagar,"First Floor, Raja Nagar, Bangalore - 344053",15.365512303156052,82.22016829001196,2024-01-08 01:16:42,2024-12-30 17:35:40
62,Spice Garden,Fast Food,1632,9375139575,9:00 AM - 18:00 PM,3,Yes,Open,Hayer Circle," Hayer Circle, Bangalore - 344053",26.131626821615207,90.05327736332342,2023-03-26 09:20:56,2023-04-17 12:39:36
63,Spice Corner,Lebanese,421,9721358005,7:00 AM - 19:00 PM,3,Yes,Open,Magar Marg," Magar Marg, Bangalore - 344053",28.178540776031937,96.05583453077833,2023-10-24 19:20:31,2024-10-21 17:18:44
64,Blue Palace,Chinese,1412,9841541582,12:00 AM - 18:00 PM,3,Yes,Open,Jha Circle,"Ground Floor, Jha Circle, Bangalore - 344053",28.758035672876552,77.3101856706729,2022-11-23 05:29:33,2023-02-05 16:42:16
65,Diamond Garden,Pizza,1802,9144097647,9:00 AM - 21:00 PM,3,Yes,Open,Jhaveri Zila,"Third Floor, Jhaveri Zila, Bangalore - 344053",27.716423148070795,70.66871482763574,2022-07-30 07:00:17,2023-01-10 03:05:02
66,Diamond Eatery,Beverages,1884,9626350075,7:00 AM - 20:00 PM,3,Yes,Open,More Street,"Second Floor, More Street, Bangalore - 344053",26.95908509816222,92.35959372912018,2023-11-27 08:33:46,2025-02-06 20:52:31
67,Emerald Restaurant,"Mediterranean, Bakery",1532,9389998761,11:00 AM - 23:00 PM,3,Yes,Open,Koshy Marg," Koshy Marg, Bangalore - 344053",31.019530350849983,81.9721461801652,2023-07-07 02:06:25,2023-10-14 11:43:53
68,Pearl Palace,"Japanese, Mughlai, Thai",1901,9193053577,9:00 AM - 20:00 PM,3,Yes,Open,Bahri Street,"First Floor, Bahri Street, Bangalore - 344053",30.313907429348582,84.9692073555661,2023-10-04 22:51:03,2023-12-02 09:25:50
69,Diamond Grill,"North Indian, Cafe",1942,9448981305,8:00 AM - 20:00 PM,3,Yes,Open,Patla Path,"First Floor, Patla Path, Bangalore - 344053",18.760889012341984,76.07596127291526,2024-02-11 20:36:32,2024-04-28 03:48:16
70,Urban Hub,"Japanese, Ice Cream, North Indian",1258,9305145276,7:00 AM - 18:00 PM,3,No,Closed,Dugal Marg,"Third Floor, Dugal Marg, Bangalore - 344053",22.66647312798459,90.34560085692442,2024-01-12 21:20:10,2024-10-30 11:34:13
71,Emerald Bites,"Cafe, Fast Food, North Indian",390,9415933049,8:00 AM - 20:00 PM,3,Yes,Open,Konda Chowk,"First Floor, Konda Chowk, Bangalore - 344053",17.341216079798585,85.30341196123908,2022-06-16 04:16:56,2024-01-19 12:43:01
72,Red Table,"Street Food, Beverages, Ice Cream",877,9477753674,12:00 AM - 20:00 PM,3,Yes,Open,Parekh Street,"Second Floor, Parekh Street, Bangalore - 344053",17.353391347385852,75.2818610790724,2022-04-28 22:23:51,2022-08-16 03:43:12
73,Emerald Cafe,"Italian, Ice Cream",1760,9841057474,8:00 AM - 18:00 PM,3,Yes,Open,Deep Zila,"First Floor, Deep Zila, Bangalore - 344053",29.96725588246136,76.59406434995608,2023-02-04 19:17:05,2024-04-13 10:52:36
74,Silver Corner,"Burger, Lebanese, Italian",1905,9308432166,9:00 AM - 18:00 PM,3,Yes,Open,Basu Circle,"Second Floor, Basu Circle, Bangalore - 344053",13.639693075613778,69.10393588516062,2023-06-29 10:26:11,2024-03-30 03:57:47
75,Golden Restaurant,"South Indian, Burger",1333,9413679331,12:00 AM - 18:00 PM,3,Yes,Open,Khalsa Path,"Third Floor, Khalsa Path, Bangalore - 344053",11.395559286202612,69.05017726637075,2022-09-15 08:45:22,2024-09-17 06:08:19
76,Urban Bites,"Fast Food, Mughlai",577,9155165334,9:00 AM - 23:00 PM,3,Yes,Open,Sahni Ganj,"Third Floor, Sahni Ganj, Bangalore - 344053",11.731344509167798,70.56555507250278,2022-04-29 13:39:26,2022-12-06 21:26:49
77,Red Bistro,"South Indian, Continental, Pizza",1861,9704344408,9:00 AM - 17:00 PM,3,Yes,Open,Acharya Street,"First Floor, Acharya Street, Bangalore - 344053",11.858785616574679,90.52486036406285,2022-12-29 16:01:41,2023-07-26 12:17:16
78,Silver Garden,"Thai, Bakery, Desserts",1122,9575368059,9:00 AM - 23:00 PM,3,Yes,Open,Babu Road," Babu Road, Bangalore - 344053",37.3089128056305,77.41860597531775,2023-09-28 02:30:57,2025-01-24 12:09:26
79,Silver Kitchen,"Italian, Mexican, Pizza",741,9809129316,7:00 AM - 18:00 PM,3,Yes,Open,Dixit Street,"First Floor, Dixit Street, Bangalore - 344053",13.475355611131889,70.84310200712835,2022-03-20 22:24:15,2022-06-13 11:56:31
80,Royal Grill,"Burger, Cafe",796,9135046782,8:00 AM - 19:00 PM,3,Yes,Open,Baria Marg,"Second Floor, Baria Marg, Bangalore - 344053",28.927236696336543,81.66259436892109,2022-04-19 02:06:09,2024-04-04 21:14:42
81,Diamond Cafe,"Pizza, Mexican",1070,9223240112,11:00 AM - 18:00 PM,3,Yes,Open,Ranganathan Marg,"First Floor, Ranganathan Marg, Bangalore - 344053",34.9256142002081,92.3003196080092,2023-01-21 05:49:39,2023-10-14 17:34:26
82,Spice Kitchen,Lebanese,1418,9904187231,11:00 AM - 19:00 PM,3,Yes,Open,Nori Road,"Third Floor, Nori Road, Bangalore - 344053",12.03112681870148,88.36175664910527,2022-12-19 23:20:57,2024-06-21 07:50:47
83,Emerald Grill,"Bakery, Ice Cream",1211,9570040006,7:00 AM - 21:00 PM,3,Yes,Open,Chakrabarti Chowk,"Ground Floor, Chakrabarti Chowk, Bangalore - 344053",34.37114836733965,89.67094350980432,2022-09-13 01:26:56,2024-07-09 19:58:22
84,Silver Diner,Chinese,668,9824022357,11:00 AM - 21:00 PM,3,Yes,Open,Kannan Ganj,"Ground Floor, Kannan Ganj, Bangalore - 344053",37.58751457282158,87.89363923185748,2023-08-07 11:02:33,2024-02-21 10:29:27
85,Silver Kitchen,Cafe,1262,9799552991,10:00 AM - 19:00 PM,4,Yes,Open,Ravi Zila,"First Floor, Ravi Zila, Hyderabad - 217473",37.51080786803086,81.14451638104843,2023-08-17 14:34:12,2025-02-03 10:01:49
86,Pearl Bites,Cafe,912,9538460431,9:00 AM - 19:00 PM,4,Yes,Open,Sehgal Ganj,"Ground Floor, Sehgal Ganj, Hyderabad - 217473",33.4458063564903,78.11589459517947,2022-05-01 16:00:35,2022-07-03 22:21:40
87,Emerald Bites,"Desserts, Ice Cream",275,9588365604,7:00 AM - 19:00 PM,4,Yes,Open,Patla Path,"Second Floor, Patla Path, Hyderabad - 217473",17.839594559259048,96.39877395038488,2023-02-09 18:39:04,2025-02-05 06:09:01
88,Blue Junction,"North Indian, Ice Cream, Fast Food",1046,9158201193,8:00 AM - 21:00 PM,4,Yes,Open,Pall Marg,"Second Floor, Pall Marg, Hyderabad - 217473",26.58090907996997,82.93197807301149,2023-02-09 14:13:12,2024-07-31 00:11:03
89,Red Corner,Mexican,746,9689720101,8:00 AM - 19:00 PM,4,Yes,Open,Kala Chowk,"Third Floor, Kala Chowk, Hyderabad - 217473",34.12072122684793,82.53852180292245,2023-12-28 11:05:34,2025-02-13 04:19:26
90,Royal House,"Thai, Mediterranean, Lebanese",1328,9114682844,11:00 AM - 20:00 PM,4,Yes,Open,Sarna Zila,"Ground Floor, Sarna Zila, Hyderabad - 217473",14.961259256108914,92.72213221016636,2023-12-12 16:23:53,2024-01-20 04:42:08
91,Spice Bites,Continental,1220,9869446962,9:00 AM - 21:00 PM,4,Yes,Open,Subramaniam Marg,"Second Floor, Subramaniam Marg, Hyderabad - 217473",20.53231801371231,82.4753629221468,2023-09-10 01:09:25,2024-02-06 16:01:07
92,Red Cafe,"Ice Cream, Continental",985,9304666325,11:00 AM - 21:00 PM,4,Yes,Open,Behl Circle,"First Floor, Behl Circle, Hyderabad - 217473",33.629586485314775,76.58686335056927,2022-06-11 08:39:26,2024-05-24 06:58:56
93,Crystal Junction,"Mughlai, Bakery",747,9981058292,7:00 AM - 19:00 PM,4,Yes,Open,Mangal Zila,"Second Floor, Mangal Zila, Hyderabad - 217473",32.8542969401075,85.25681260987119,2023-05-19 18:36:16,2024-10-14 07:05:42
94,Diamond Bites,Fast Food,1303,9620057604,9:00 AM - 19:00 PM,4,Yes,Open,Kala Circle," Kala Circle, Hyderabad - 217473",30.675882186503394,79.46934704780645,2022-06-23 00:59:57,2023-10-13 22:39:10
95,Ruby Eatery,Thai,1371,9511211819,8:00 AM - 23:00 PM,4,Yes,Open,Kamdar Road,"Third Floor, Kamdar Road, Hyderabad - 217473",9.674501133641217,89.96133207718634,2022-11-09 21:57:17,2025-01-20 15:23:13
96,Emerald Hub,"Desserts, Continental",1214,9139749508,8:00 AM - 21:00 PM,4,Yes,Open,Wadhwa Street," Wadhwa Street, Hyderabad - 217473",18.094245354795824,71.56540939180654,2023-10-13 05:32:06,2023-12-20 15:40:14
97,Pearl Bites,Bakery,1135,9116479358,12:00 AM - 18:00 PM,4,Yes,Open,Chopra Zila,"Third Floor, Chopra Zila, Hyderabad - 217473",33.831242763397206,96.39226646987359,2022-10-20 12:37:29,2023-06-01 20:33:46
98,Spice Bites,"Mughlai, Desserts",1530,9186237917,9:00 AM - 23:00 PM,4,Yes,Open,Naik Path," Naik Path, Hyderabad - 217473",19.49627440766153,77.74067594479857,2023-04-10 19:38:59,2024-07-02 07:10:51
99,Emerald Hub,"Ice Cream, South Indian",1464,9173466219,8:00 AM - 22:00 PM,4,Yes,Open,Bumb Chowk,"Second Floor, Bumb Chowk, Hyderabad - 217473",37.52483695032149,90.02017977036782,2023-03-10 02:07:20,2024-08-13 19:32:58
100,Blue Bistro,"Italian, Fast Food, Mediterranean",1621,9421549249,7:00 AM - 17:00 PM,4,Yes,Open,Cheema Ganj,"Second Floor, Cheema Ganj, Hyderabad - 217473",31.64738918273659,77.07565000380671,2023-05-05 10:41:29,2024-06-10 00:59:38
101,Green Grill,Thai,1287,9542437192,11:00 AM - 22:00 PM,4,Yes,Open,Sharaf Zila,"First Floor, Sharaf Zila, Hyderabad - 217473",13.363522552788444,70.95454641134285,2022-05-13 17:20:50,2024-12-31 18:40:21
102,Pearl Grill,"Thai, Cafe, Continental",675,9595155950,12:00 AM - 19:00 PM,4,Yes,Open,Golla Street,"Third Floor, Golla Street, Hyderabad - 217473",15.8555398782473,68.96829666803657,2024-02-24 18:54:30,2024-07-18 05:48:00
103,Crystal Bites,"Ice Cream, Mediterranean",351,9574303740,9:00 AM - 21:00 PM,4,Yes,Open,Taneja Ganj,"Second Floor, Taneja Ganj, Hyderabad - 217473",27.05701010891236,80.81402019305862,2022-11-20 14:20:30,2023-04-21 15:34:49
104,Urban Bites,"Mexican, Desserts",1947,9618840705,7:00 AM - 18:00 PM,4,Yes,Open,Sarma Nagar,"Third Floor, Sarma Nagar, Hyderabad - 217473",25.100142616641577,85.11088060660032,2023-12-15 07:39:04,2025-01-01 07:45:07
105,Emerald Diner,Desserts,762,9108695125,11:00 AM - 23:00 PM,4,No,Closed,Ratta Nagar,"Ground Floor, Ratta Nagar, Hyderabad - 217473",34.99001504858635,89.97466500052485,2023-06-08 08:01:19,2023-10-14 16:55:23
106,Pearl Hub,"Thai, Street Food",648,9783563240,8:00 AM - 21:00 PM,4,Yes,Open,Sawhney Road,"Second Floor, Sawhney Road, Hyderabad - 217473",28.190722191802095,89.28250515394873,2023-02-08 14:33:08,2024-03-15 19:45:28
107,Diamond House,Italian,1485,9794002948,7:00 AM - 19:00 PM,4,Yes,Open,Grewal Road,"Third Floor, Grewal Road, Hyderabad - 217473",9.374244312372468,79.11678820296281,2022-06-30 06:35:31,2023-06-13 01:25:55
108,Taste Bistro,"Mughlai, Beverages",559,9315601773,8:00 AM - 23:00 PM,4,Yes,Open,Halder Nagar," Halder Nagar, Hyderabad - 217473",33.99264942383391,79.14523249906179,2023-06-23 18:36:53,2024-05-25 17:13:52
109,Golden Hub,"Mediterranean, Japanese",1888,9617380166,9:00 AM - 22:00 PM,4,Yes,Open,Kant Ganj,"Second Floor, Kant Ganj, Hyderabad - 217473",31.883590127251715,82.07086115174445,2022-03-20 00:58:38,2024-05-01 09:12:58
110,Spice Restaurant,Desserts,1932,9963919401,11:00 AM - 19:00 PM,4,Yes,Open,Chauhan Circle,"Ground Floor, Chauhan Circle, Hyderabad - 217473",31.487913482796976,69.09737760313074,2022-04-26 03:16:14,2023-02-18 23:30:36
