OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount,DiscountAmount,DeliveryCharges,FinalAmount,Status,PaymentMethod,IsFirstOrder,CouponCode,CreatedDate,ModifiedDate
76628,12822,2630,2024-11-07 23:34:00,2018,74,0,1944,Delivered,UPI,False,UPISAVE_2630,2024-11-07 23:34:00,2024-12-23 09:06:41.000000
76632,6869,2370,2024-10-09 19:04:00,1439,104,0,1335,Delivered,UPI,False,WELCOME_2370,2024-10-09 19:04:00,2025-02-27 14:24:58.000000
76633,10164,240,2025-04-28 02:35:00,1836,325,0,1511,In Transit,UPI,True,FESTIVAL_240,2025-04-28 02:35:00,2025-04-28 02:35:00.666176
76634,10164,1927,2024-11-21 20:46:00,1682,186,0,1496,Delivered,UPI,False,WEEKEND_1927,2024-11-21 20:46:00,2025-01-15 07:43:32.000000
76635,10164,332,2024-08-28 04:49:00,1057,214,0,843,Delivered,UPI,False,WEEKEND_332,2024-08-28 04:49:00,2025-02-19 12:09:44.000000
76636,10164,1928,2024-10-02 22:27:00,1350,154,0,1196,Delivered,UPI,False,SPECIAL_1928,2024-10-02 22:27:00,2024-10-10 19:54:53.000000
76637,10164,197,2025-04-29 13:32:00,1432,154,0,1278,In Transit,UPI,False,SPECIAL_197,2025-04-29 13:32:00,2025-04-29 13:32:00.879082
76638,10164,325,2024-08-07 21:55:00,739,96,0,643,Delivered,UPI,False,WELCOME_325,2024-08-07 21:55:00,2024-09-24 19:58:01.000000
76639,10164,1927,2024-10-29 06:38:00,264,0,75,339,Delivered,UPI,False,,2024-10-29 06:38:00,2025-04-06 11:05:18.000000
76640,10164,1940,2024-09-15 12:34:00,993,0,0,993,Returned,UPI,False,,2024-09-15 12:34:00,2024-11-01 10:44:52.000000
76641,18169,2606,2025-04-15 17:59:00,579,100,45,524,Delivered,CreditCard,True,WELCOME_2606,2025-04-15 17:59:00,2025-04-20 01:48:27.000000
76642,18169,2606,2025-05-01 02:03:00,2607,0,0,2607,Delivered,UPI,False,,2025-05-01 02:03:00,2025-05-01 02:03:00.952740
76643,18169,2596,2025-04-11 10:05:00,2267,90,0,2177,Delivered,Cash,False,WELCOME_2596,2025-04-11 10:05:00,2025-04-11 11:09:55.000000
76644,18169,2630,2025-04-09 01:48:00,542,74,47,515,Delivered,UPI,False,UPISAVE_2630,2025-04-09 01:48:00,2025-04-16 10:30:02.000000
76645,18169,2620,2025-04-17 15:42:00,3757,219,0,3538,Delivered,UPI,False,WEEKEND_2620,2025-04-17 15:42:00,2025-04-19 10:21:30.000000
76646,18169,2634,2025-04-22 09:16:00,3444,211,0,3233,Delivered,UPI,False,WEEKEND_2634,2025-04-22 09:16:00,2025-04-23 05:16:30.000000
76647,18169,2620,2025-04-28 00:59:00,714,0,0,714,Delivered,UPI,False,,2025-04-28 00:59:00,2025-04-28 00:59:00.344442
76648,18169,2634,2025-06-28 12:12:00,2430,211,0,2219,In Transit,UPI,False,WEEKEND_2634,2025-06-28 12:12:00,2025-06-28 12:12:00.944615
76649,15638,1062,2025-05-23 04:23:00,3194,0,0,3194,Delivered,CreditCard,True,,2025-05-23 04:23:00,2025-05-23 04:23:00.416314
76650,15638,1124,2025-03-27 04:07:00,2190,197,0,1993,Delivered,UPI,False,WEEKEND_1124,2025-03-27 04:07:00,2025-04-02 23:58:24.000000
76651,15638,1079,2025-03-13 16:01:00,621,84,0,537,Delivered,UPI,False,UPISAVE_1079,2025-03-13 16:01:00,2025-04-12 21:04:57.000000
76652,15638,677,2025-06-09 13:14:00,262,0,76,338,Delivered,UPI,False,,2025-06-09 13:14:00,2025-06-09 13:14:00.007456
76653,15638,677,2025-04-24 10:04:00,771,99,0,672,Preparing,UPI,False,WELCOME_677,2025-04-24 10:04:00,2025-04-24 10:04:00.488729
76654,15638,2129,2025-02-07 18:32:00,3900,0,0,3900,Delivered,UPI,False,,2025-02-07 18:32:00,2025-04-12 16:32:42.000000
76655,15638,677,2025-04-22 17:34:00,51,0,90,141,Delivered,UPI,False,,2025-04-22 17:34:00,2025-04-22 20:34:35.000000
76656,18667,842,2024-10-08 22:51:00,466,0,36,502,Delivered,UPI,True,,2024-10-08 22:51:00,2024-11-29 13:46:03.000000
76657,18667,808,2024-08-21 20:42:00,439,0,49,488,Delivered,Cash,False,,2024-08-21 20:42:00,2024-12-21 12:58:55.000000
76658,18667,784,2024-09-30 10:29:00,1088,141,0,947,Canceled,DebitCard,False,SPECIAL_784,2024-09-30 10:29:00,2024-12-21 16:12:42.000000
76659,18667,784,2024-11-03 04:41:00,397,0,57,454,Returned,UPI,False,,2024-11-03 04:41:00,2025-02-03 20:00:12.000000
76660,18667,808,2024-08-16 20:25:00,1143,0,0,1143,Delivered,UPI,False,,2024-08-16 20:25:00,2025-03-08 22:07:44.000000
76661,18667,803,2024-09-09 14:12:00,2579,0,0,2579,Delivered,UPI,False,,2024-09-09 14:12:00,2024-09-24 15:54:28.000000
76662,18667,784,2024-08-26 11:27:00,2795,141,0,2654,Delivered,UPI,False,SPECIAL_784,2024-08-26 11:27:00,2024-09-04 00:48:58.000000
76663,18667,808,2024-09-09 02:55:00,3634,311,0,3323,Failed,UPI,False,FESTIVAL_808,2024-09-09 02:55:00,2024-10-18 03:51:17.000000
76665,3577,1928,2023-09-05 05:05:00,344,0,65,409,Failed,UPI,False,,2023-09-05 05:05:00,2023-12-31 20:54:08.000000
76666,3577,1638,2025-03-28 03:10:00,2439,285,0,2154,Delivered,UPI,False,FESTIVAL_1638,2025-03-28 03:10:00,2025-03-28 03:31:59.000000
76667,3577,1908,2023-10-01 13:55:00,1509,180,0,1329,Delivered,UPI,False,WEEKEND_1908,2023-10-01 13:55:00,2024-02-25 05:33:09.000000
76668,3577,1928,2023-09-25 21:24:00,1588,154,0,1434,Delivered,Cash,False,SPECIAL_1928,2023-09-25 21:24:00,2024-03-13 16:02:39.000000
76669,3577,1908,2023-10-07 12:59:00,2819,180,0,2639,Delivered,UPI,False,WEEKEND_1908,2023-10-07 12:59:00,2024-09-06 21:06:39.000000
76670,3577,1592,2025-04-03 01:27:00,437,0,43,480,Delivered,Cash,False,,2025-04-03 01:27:00,2025-04-06 13:28:31.000000
76671,3577,1922,2023-11-14 08:42:00,387,0,71,458,Delivered,Cash,False,,2023-11-14 08:42:00,2024-03-25 16:21:11.000000
76673,13505,240,2023-11-30 03:03:00,264,0,55,319,Delivered,Cash,False,,2023-11-30 03:03:00,2024-08-02 00:16:58.000000
76674,13505,240,2023-09-28 18:37:00,894,164,0,730,Delivered,CreditCard,False,CREDITCARD_240,2023-09-28 18:37:00,2025-03-19 01:17:01.000000
76675,8359,1834,2025-06-27 12:05:00,548,0,46,594,In Transit,Cash,True,,2025-06-27 12:05:00,2025-06-27 12:05:00.124315
76676,8359,569,2025-05-13 19:04:00,1519,0,0,1519,In Transit,UPI,False,,2025-05-13 19:04:00,2025-05-13 19:04:00.760762
76677,8359,569,2025-04-18 21:07:00,2405,0,0,2405,Failed,UPI,False,,2025-04-18 21:07:00,2025-04-21 17:59:01.000000
76678,7116,842,2025-05-06 19:05:00,1901,304,0,1597,Delivered,UPI,True,FESTIVAL_842,2025-05-06 19:05:00,2025-05-06 19:05:00.101170
76679,7116,830,2025-04-29 04:33:00,2267,140,0,2127,Delivered,UPI,False,SPECIAL_830,2025-04-29 04:33:00,2025-04-29 04:33:00.245943
76680,7116,2103,2024-12-22 23:42:00,3222,205,0,3017,Delivered,UPI,False,WEEKEND_2103,2024-12-22 23:42:00,2025-01-01 23:58:13.000000
76681,7116,830,2025-03-21 22:25:00,2049,140,0,1909,Delivered,Cash,False,SPECIAL_830,2025-03-21 22:25:00,2025-03-24 03:25:02.000000
76682,641,2705,2023-08-04 02:59:00,2368,148,0,2220,Delivered,Cash,True,SPECIAL_2705,2023-08-04 02:59:00,2024-08-27 21:34:39.000000
76683,641,677,2023-05-04 11:29:00,654,99,0,555,Delivered,Cash,False,WELCOME_677,2023-05-04 11:29:00,2024-07-11 18:45:34.000000
76684,641,677,2023-05-12 11:34:00,766,0,0,766,Delivered,UPI,False,,2023-05-12 11:34:00,2024-03-22 13:32:38.000000
76685,641,677,2023-05-19 14:59:00,820,0,0,820,Delivered,UPI,False,,2023-05-19 14:59:00,2024-08-11 17:33:30.000000
76686,641,677,2023-06-03 11:23:00,2069,189,0,1880,Delivered,UPI,False,WEEKEND_677,2023-06-03 11:23:00,2024-01-11 02:26:46.000000
76687,15219,2370,2023-10-26 21:39:00,639,104,0,535,Returned,DebitCard,True,WELCOME_2370,2023-10-26 21:39:00,2025-02-07 08:25:56.000000
76689,15219,2391,2023-12-11 22:06:00,802,0,0,802,Failed,UPI,False,,2023-12-11 22:06:00,2024-11-13 13:50:25.000000
76690,6614,2097,2025-04-20 16:56:00,1429,198,0,1231,Delivered,UPI,True,WEEKEND_2097,2025-04-20 16:56:00,2025-04-21 01:07:45.000000
76691,6614,310,2025-03-20 19:17:00,1131,213,0,918,Delivered,UPI,False,WEEKEND_310,2025-03-20 19:17:00,2025-04-02 10:00:47.000000
76692,6614,1367,2025-03-15 00:13:00,1831,0,0,1831,Delivered,UPI,False,,2025-03-15 00:13:00,2025-03-31 04:47:17.000000
76693,8643,1764,2024-11-04 01:16:00,4496,272,0,4224,Failed,UPI,True,FESTIVAL_1764,2024-11-04 01:16:00,2025-02-27 09:47:27.000000
76696,8643,2196,2024-06-27 03:16:00,873,0,0,873,Delivered,UPI,False,,2024-06-27 03:16:00,2024-10-15 23:21:26.000000
76699,3225,1062,2023-06-05 02:53:00,3235,205,0,3030,Delivered,DebitCard,True,WEEKEND_1062,2023-06-05 02:53:00,2025-01-19 18:14:55.000000
76701,7213,1834,2025-04-18 17:57:00,1638,0,0,1638,Delivered,UPI,True,,2025-04-18 17:57:00,2025-04-20 10:01:17.000000
76702,7213,1834,2025-05-14 22:42:00,1460,96,0,1364,Delivered,UPI,False,WELCOME_1834,2025-05-14 22:42:00,2025-05-14 22:42:00.628021
76703,7213,1830,2025-06-04 23:39:00,2178,152,0,2026,In Transit,UPI,False,SPECIAL_1830,2025-06-04 23:39:00,2025-06-04 23:39:00.737678
76704,7213,1830,2025-05-03 18:51:00,3045,152,0,2893,In Transit,UPI,False,SPECIAL_1830,2025-05-03 18:51:00,2025-05-03 18:51:00.727812
76705,7213,1834,2025-04-16 18:11:00,652,96,0,556,Delivered,UPI,False,WELCOME_1834,2025-04-16 18:11:00,2025-04-19 01:43:37.000000
76706,10205,1592,2025-06-13 00:55:00,330,0,66,396,In Transit,UPI,True,,2025-06-13 00:55:00,2025-06-13 00:55:00.789999
76707,10205,1587,2025-04-23 00:10:00,844,0,0,844,Delivered,UPI,False,,2025-04-23 00:10:00,2025-04-23 09:04:01.000000
76708,10205,1638,2025-05-07 15:55:00,2803,285,0,2518,Delivered,UPI,False,FESTIVAL_1638,2025-05-07 15:55:00,2025-05-07 15:55:00.615371
76709,10205,1623,2025-04-17 04:12:00,2024,300,0,1724,Canceled,UPI,False,FESTIVAL_1623,2025-04-17 04:12:00,2025-04-18 12:59:57.000000
76713,3726,332,2024-01-07 00:41:00,684,0,0,684,Delivered,UPI,False,,2024-01-07 00:41:00,2024-08-17 10:13:20.000000
76714,3726,325,2024-01-05 21:01:00,1673,0,0,1673,Delivered,UPI,False,,2024-01-05 21:01:00,2024-12-31 05:15:56.000000
76715,3726,332,2023-12-16 00:37:00,3214,324,0,2890,Returned,Cash,False,FESTIVAL_332,2023-12-16 00:37:00,2025-01-31 19:05:25.000000
76716,3726,325,2023-11-28 17:06:00,1149,184,0,965,Delivered,Cash,False,WEEKEND_325,2023-11-28 17:06:00,2024-08-01 10:36:37.000000
76719,17277,2196,2025-03-06 04:02:00,2983,0,0,2983,Delivered,UPI,False,,2025-03-06 04:02:00,2025-04-03 22:08:12.000000
76720,17277,195,2023-06-23 10:59:00,1764,300,0,1464,Canceled,UPI,False,FESTIVAL_195,2023-06-23 10:59:00,2023-07-30 19:52:39.000000
76721,17277,197,2023-06-03 19:27:00,2479,154,0,2325,Delivered,UPI,False,SPECIAL_197,2023-06-03 19:27:00,2023-10-03 07:59:25.000000
76723,14959,1826,2025-05-23 19:19:00,2354,149,0,2205,In Transit,Cash,True,SPECIAL_1826,2025-05-23 19:19:00,2025-05-23 19:19:00.979724
76724,14959,1826,2025-05-10 20:44:00,1349,149,0,1200,Delivered,UPI,False,SPECIAL_1826,2025-05-10 20:44:00,2025-05-10 20:44:00.506136
76726,12055,2396,2024-01-09 03:19:00,1008,0,0,1008,Delivered,DebitCard,True,,2024-01-09 03:19:00,2024-03-24 18:37:21.000000
76727,12055,1058,2023-11-10 03:19:00,1500,279,0,1221,Delivered,UPI,False,FESTIVAL_1058,2023-11-10 03:19:00,2024-12-19 07:52:10.000000
76728,12055,2391,2024-01-11 00:38:00,328,0,65,393,Delivered,UPI,False,,2024-01-11 00:38:00,2024-05-08 00:26:13.000000
76729,2741,1481,2025-05-19 03:43:00,3101,306,0,2795,Delivered,UPI,True,FESTIVAL_1481,2025-05-19 03:43:00,2025-05-19 03:43:00.508586
76730,2741,33,2025-02-09 19:42:00,2418,275,0,2143,Delivered,UPI,False,FESTIVAL_33,2025-02-09 19:42:00,2025-03-30 18:10:17.000000
76731,2741,33,2025-04-13 20:40:00,116,0,87,203,Delivered,UPI,False,,2025-04-13 20:40:00,2025-04-21 09:00:19.000000
76732,2741,1475,2025-04-23 20:43:00,827,0,0,827,Delivered,UPI,False,,2025-04-23 20:43:00,2025-04-23 20:43:00.475441
76733,2741,1481,2025-04-11 23:01:00,2019,306,0,1713,Delivered,UPI,False,FESTIVAL_1481,2025-04-11 23:01:00,2025-04-18 19:27:11.000000
76734,2741,1475,2025-06-10 02:54:00,1235,215,0,1020,In Transit,UPI,False,WEEKEND_1475,2025-06-10 02:54:00,2025-06-10 02:54:00.840561
76735,2741,1475,2025-05-16 02:56:00,360,0,54,414,In Transit,Cash,False,,2025-05-16 02:56:00,2025-05-16 02:56:00.856408
76736,2741,45,2025-04-18 18:24:00,1731,288,0,1443,Delivered,UPI,False,FESTIVAL_45,2025-04-18 18:24:00,2025-04-23 12:17:17.000000
76737,11069,1294,2024-12-07 07:44:00,2374,325,0,2049,Delivered,UPI,True,FESTIVAL_1294,2024-12-07 07:44:00,2025-03-03 04:01:11.000000
76738,11069,1367,2024-11-08 22:14:00,420,0,36,456,Delivered,UPI,False,,2024-11-08 22:14:00,2024-12-22 22:10:42.000000
76741,3512,1000,2025-05-08 18:52:00,2659,0,0,2659,In Transit,UPI,True,,2025-05-08 18:52:00,2025-05-08 18:52:00.367900
76742,3512,1005,2025-04-14 05:53:00,4151,200,0,3951,Failed,Cash,False,WEEKEND_1005,2025-04-14 05:53:00,2025-04-15 19:43:02.000000
76743,3512,1005,2025-03-11 04:47:00,2979,200,0,2779,Canceled,UPI,False,WEEKEND_1005,2025-03-11 04:47:00,2025-04-02 08:15:00.000000
76744,3512,1005,2025-03-24 04:48:00,2817,200,0,2617,Delivered,UPI,False,WEEKEND_1005,2025-03-24 04:48:00,2025-04-07 04:34:04.000000
76745,3512,1005,2025-03-26 07:49:00,766,0,0,766,Delivered,UPI,False,,2025-03-26 07:49:00,2025-04-15 12:51:54.000000
76746,14584,533,2024-02-23 03:28:00,2897,158,0,2739,Delivered,UPI,True,SPECIAL_533,2024-02-23 03:28:00,2025-04-21 20:23:50.000000
76747,14584,472,2024-02-18 20:17:00,2244,183,0,2061,Delivered,Cash,False,WEEKEND_472,2024-02-18 20:17:00,2025-02-16 04:12:36.000000
76748,14584,507,2024-01-29 21:08:00,3656,293,0,3363,Delivered,UPI,False,FESTIVAL_507,2024-01-29 21:08:00,2024-08-05 07:58:21.000000
76750,14584,512,2024-03-12 20:26:00,516,73,36,479,Delivered,Cash,False,CASHBACK_512,2024-03-12 20:26:00,2024-10-30 17:36:33.000000
76751,14584,533,2024-03-12 10:03:00,2764,0,0,2764,Delivered,UPI,False,,2024-03-12 10:03:00,2024-07-17 19:07:06.000000
76758,17006,1034,2023-12-11 00:43:00,681,83,0,598,Delivered,UPI,True,UPISAVE_1034,2023-12-11 00:43:00,2024-09-07 00:58:38.000000
76759,17006,369,2025-01-16 22:53:00,1292,157,0,1135,Delivered,UPI,False,SPECIAL_369,2025-01-16 22:53:00,2025-03-15 19:44:44.000000
76760,17006,1030,2023-12-05 17:34:00,1965,292,0,1673,Delivered,UPI,False,FESTIVAL_1030,2023-12-05 17:34:00,2024-02-17 23:29:13.000000
76761,17006,1026,2023-12-01 17:36:00,455,0,32,487,Delivered,Cash,False,,2023-12-01 17:36:00,2024-01-28 11:27:20.000000
76762,17006,368,2025-03-18 09:27:00,1335,193,0,1142,Delivered,UPI,False,WEEKEND_368,2025-03-18 09:27:00,2025-03-30 02:24:09.000000
76763,17006,368,2025-01-18 15:03:00,1450,0,0,1450,Delivered,UPI,False,,2025-01-18 15:03:00,2025-04-06 07:44:04.000000
76765,9060,519,2025-04-01 22:16:00,1519,319,0,1200,Canceled,UPI,True,FESTIVAL_519,2025-04-01 22:16:00,2025-04-10 01:30:51.000000
76766,9060,2647,2025-04-15 19:47:00,1674,162,0,1512,Delivered,Cash,False,SPECIAL_2647,2025-04-15 19:47:00,2025-04-20 03:37:58.000000
76767,9060,507,2025-03-07 18:41:00,1398,0,0,1398,Delivered,DebitCard,False,,2025-03-07 18:41:00,2025-04-12 03:26:55.000000
76768,9060,479,2025-02-12 05:48:00,906,135,0,771,Delivered,Cash,False,SPECIAL_479,2025-02-12 05:48:00,2025-03-09 15:31:27.000000
76769,9060,2706,2025-05-08 20:53:00,1376,81,0,1295,Delivered,UPI,False,UPISAVE_2706,2025-05-08 20:53:00,2025-05-08 20:53:00.180272
76770,9060,2647,2025-05-13 14:08:00,378,0,79,457,Delivered,UPI,False,,2025-05-13 14:08:00,2025-05-13 14:08:00.772127
76771,9060,2698,2025-06-24 12:13:00,1570,325,0,1245,Delivered,UPI,False,FESTIVAL_2698,2025-06-24 12:13:00,2025-06-24 12:13:00.537690
76772,11523,45,2025-05-20 03:10:00,1418,148,0,1270,In Transit,Cash,True,SPECIAL_45,2025-05-20 03:10:00,2025-05-20 03:10:00.950732
76773,11523,33,2025-04-17 23:49:00,2988,0,0,2988,Canceled,Cash,False,,2025-04-17 23:49:00,2025-04-22 22:59:37.000000
76774,11523,45,2025-04-16 19:37:00,1865,288,0,1577,Delivered,UPI,False,FESTIVAL_45,2025-04-16 19:37:00,2025-04-22 22:22:41.000000
76775,11523,45,2025-06-15 19:43:00,882,0,0,882,Preparing,UPI,False,,2025-06-15 19:43:00,2025-06-15 19:43:00.091799
76776,11523,46,2025-05-23 20:45:00,825,164,0,661,Delivered,UPI,False,SPECIAL_46,2025-05-23 20:45:00,2025-05-23 20:45:00.377805
76777,8221,2276,2025-05-22 20:49:00,4701,180,0,4521,Delivered,Cash,True,WEEKEND_2276,2025-05-22 20:49:00,2025-05-22 20:49:00.526498
76778,8221,2276,2025-05-05 20:50:00,4760,180,0,4580,Delivered,CreditCard,False,WEEKEND_2276,2025-05-05 20:50:00,2025-05-05 20:50:00.841183
76779,8221,2286,2025-04-17 21:42:00,2493,76,0,2417,Delivered,UPI,False,UPISAVE_2286,2025-04-17 21:42:00,2025-04-23 01:03:51.000000
76780,8221,2272,2025-02-23 06:54:00,1718,279,0,1439,Delivered,Cash,False,FESTIVAL_2272,2025-02-23 06:54:00,2025-03-14 15:47:52.000000
76781,135,1748,2024-01-22 12:23:00,170,0,80,250,Delivered,UPI,True,,2024-01-22 12:23:00,2024-03-25 06:05:04.000000
76782,135,1741,2024-01-25 02:45:00,1240,93,0,1147,Delivered,UPI,False,WELCOME_1741,2024-01-25 02:45:00,2025-04-03 04:07:32.000000
76784,17953,677,2024-01-18 17:52:00,1503,189,0,1314,Delivered,UPI,True,WEEKEND_677,2024-01-18 17:52:00,2024-12-09 17:32:57.000000
76786,17953,677,2023-12-29 11:56:00,270,0,80,350,Delivered,Cash,False,,2023-12-29 11:56:00,2024-05-11 21:20:35.000000
76787,17953,677,2024-02-04 17:39:00,798,99,0,699,Delivered,UPI,False,WELCOME_677,2024-02-04 17:39:00,2025-01-17 02:20:34.000000
76788,17953,677,2023-11-27 15:31:00,364,0,75,439,Canceled,CreditCard,False,,2023-11-27 15:31:00,2024-11-21 12:44:46.000000
76790,17953,677,2024-01-06 14:17:00,2032,189,0,1843,Canceled,UPI,False,WEEKEND_677,2024-01-06 14:17:00,2025-01-27 17:02:07.000000
76791,6187,2370,2024-08-27 21:33:00,1841,0,0,1841,Failed,UPI,True,,2024-08-27 21:33:00,2024-09-08 05:28:57.000000
76792,6187,2355,2024-09-25 20:46:00,3725,0,0,3725,Delivered,Cash,False,,2024-09-25 20:46:00,2025-03-07 03:44:53.000000
76794,6187,2391,2024-10-27 05:28:00,1157,101,0,1056,Delivered,Cash,False,WELCOME_2391,2024-10-27 05:28:00,2024-10-28 23:09:02.000000
76795,10041,2276,2025-06-11 22:44:00,574,85,37,526,Delivered,UPI,True,UPISAVE_2276,2025-06-11 22:44:00,2025-06-11 22:44:00.254494
76796,10041,2402,2025-07-06 06:23:00,1898,0,0,1898,Delivered,UPI,False,,2025-07-06 06:23:00,2025-07-06 06:23:00.252416
76797,10041,2277,2025-06-04 03:27:00,1063,162,0,901,Preparing,Cash,False,SPECIAL_2277,2025-06-04 03:27:00,2025-06-04 03:27:00.130475
76798,10041,2286,2025-06-02 21:22:00,5187,0,0,5187,In Transit,UPI,False,,2025-06-02 21:22:00,2025-06-02 21:22:00.863989
76799,10041,2417,2025-06-01 22:16:00,1418,164,0,1254,Delivered,UPI,False,SPECIAL_2417,2025-06-01 22:16:00,2025-06-01 22:16:00.966950
76800,5253,507,2024-02-09 18:47:00,873,74,0,799,Delivered,UPI,True,FIRSTORDER_507,2024-02-09 18:47:00,2024-05-06 19:29:04.000000
76801,5253,472,2024-02-18 16:13:00,1824,0,0,1824,Delivered,Cash,False,,2024-02-18 16:13:00,2025-01-06 11:46:08.000000
76802,5253,533,2024-04-09 04:48:00,1980,158,0,1822,Delivered,UPI,False,SPECIAL_533,2024-04-09 04:48:00,2024-05-01 07:44:47.000000
76803,5253,472,2024-02-06 20:53:00,2856,0,0,2856,Delivered,UPI,False,,2024-02-06 20:53:00,2024-03-30 16:51:05.000000
76804,11580,472,2024-12-03 22:19:00,1130,0,0,1130,Delivered,Cash,True,,2024-12-03 22:19:00,2024-12-26 14:53:08.000000
76805,11580,479,2024-11-27 03:17:00,2777,135,0,2642,Delivered,Cash,False,SPECIAL_479,2024-11-27 03:17:00,2025-04-09 10:00:26.000000
76806,11580,472,2025-01-20 12:18:00,220,0,78,298,Delivered,Cash,False,,2025-01-20 12:18:00,2025-04-03 05:20:40.000000
76807,11580,479,2025-01-31 21:55:00,2317,135,0,2182,Delivered,UPI,False,SPECIAL_479,2025-01-31 21:55:00,2025-03-02 09:09:22.000000
76808,18897,2272,2025-04-13 20:18:00,1863,279,0,1584,Delivered,Cash,True,FESTIVAL_2272,2025-04-13 20:18:00,2025-04-16 19:17:20.000000
76809,13195,1058,2024-04-30 19:03:00,1801,279,0,1522,Delivered,UPI,True,FESTIVAL_1058,2024-04-30 19:03:00,2024-06-24 21:12:28.000000
76810,13195,1005,2024-11-30 04:52:00,1035,0,0,1035,Delivered,UPI,False,,2024-11-30 04:52:00,2024-11-30 05:13:03.000000
76811,13195,1026,2024-04-16 18:36:00,267,0,65,332,Delivered,Cash,False,,2024-04-16 18:36:00,2024-08-25 17:10:33.000000
76812,13195,1030,2024-04-26 15:09:00,513,0,44,557,Canceled,UPI,False,,2024-04-26 15:09:00,2024-07-22 04:30:29.000000
76814,13195,1045,2024-05-30 08:38:00,1460,278,0,1182,Delivered,UPI,False,FESTIVAL_1045,2024-05-30 08:38:00,2024-10-03 16:20:20.000000
76815,13195,966,2024-12-14 06:49:00,652,84,0,568,Delivered,UPI,False,UPISAVE_966,2024-12-14 06:49:00,2025-04-14 23:52:21.000000
76816,13195,1045,2024-06-02 03:19:00,1406,198,0,1208,Canceled,UPI,False,WEEKEND_1045,2024-06-02 03:19:00,2024-10-31 19:14:02.000000
76817,3214,2078,2024-06-11 01:39:00,451,74,35,412,Delivered,Cash,True,FIRSTORDER_2078,2024-06-11 01:39:00,2025-01-18 12:50:42.000000
76818,3214,2103,2024-04-26 18:40:00,1418,205,0,1213,Delivered,UPI,False,WEEKEND_2103,2024-04-26 18:40:00,2024-05-08 01:43:34.000000
76819,3214,2097,2024-04-20 13:15:00,1611,198,0,1413,Delivered,Cash,False,WEEKEND_2097,2024-04-20 13:15:00,2024-04-29 19:36:10.000000
76820,3214,2105,2024-04-20 21:00:00,945,145,0,800,Delivered,CreditCard,False,SPECIAL_2105,2024-04-20 21:00:00,2024-09-29 22:52:48.000000
76821,3214,2078,2024-05-07 04:02:00,213,0,78,291,Delivered,UPI,False,,2024-05-07 04:02:00,2025-04-08 22:49:35.000000
76822,3214,2078,2024-06-28 01:55:00,532,0,31,563,Delivered,UPI,False,,2024-06-28 01:55:00,2025-01-24 04:37:31.000000
76823,3214,2105,2024-04-29 06:59:00,2166,198,0,1968,Delivered,UPI,False,WEEKEND_2105,2024-04-29 06:59:00,2024-05-27 10:29:25.000000
