OrderItemID,OrderID,MenuItemID,Quantity,Price,Subtotal,Ratings,CreatedDate,ModifiedDate
161669,76616,20048,2,168,336,,2025-01-31 06:39:00,2025-02-19 18:16:45.000000
161670,76616,20043,3,219,657,,2025-01-31 06:39:00,2025-02-19 18:16:45.000000
161671,76617,12024,3,204,612,5.0,2023-06-21 06:45:00,2023-08-09 16:48:46.000000
161672,76619,12784,1,85,85,5.0,2025-03-20 17:29:00,2025-03-26 18:54:59.000000
161673,76619,12786,3,307,921,2.0,2025-03-20 17:29:00,2025-03-26 18:54:59.000000
161674,76619,12780,3,86,258,5.0,2025-03-20 17:29:00,2025-03-26 18:54:59.000000
161675,76619,12783,1,259,259,4.0,2025-03-20 17:29:00,2025-03-26 18:54:59.000000
161676,76619,12787,2,350,700,1.0,2025-03-20 17:29:00,2025-03-26 18:54:59.000000
161677,76620,12881,3,270,810,5.0,2025-03-05 00:23:00,2025-03-25 02:16:56.000000
161678,76626,32893,2,266,532,2.0,2024-11-19 16:31:00,2024-12-13 02:51:35.000000
161679,76626,32897,2,211,422,2.0,2024-11-19 16:31:00,2024-12-13 02:51:35.000000
161680,76627,32269,3,447,1341,3.0,2024-09-15 20:16:00,2024-12-05 14:08:47.000000
161681,76627,32274,3,159,477,5.0,2024-09-15 20:16:00,2024-12-05 14:08:47.000000
161682,76627,32272,1,343,343,5.0,2024-09-15 20:16:00,2024-12-05 14:08:47.000000
161683,76627,32277,3,167,501,1.0,2024-09-15 20:16:00,2024-12-05 14:08:47.000000
161684,76628,32870,1,341,341,4.0,2024-11-07 23:34:00,2024-12-23 09:06:41.000000
161685,76628,32878,3,119,357,5.0,2024-11-07 23:34:00,2024-12-23 09:06:41.000000
161686,76628,32877,3,440,1320,5.0,2024-11-07 23:34:00,2024-12-23 09:06:41.000000
161687,76632,29624,3,293,879,5.0,2024-10-09 19:04:00,2025-02-27 14:24:58.000000
161688,76632,29630,1,73,73,4.0,2024-10-09 19:04:00,2025-02-27 14:24:58.000000
161689,76632,29633,2,143,286,4.0,2024-10-09 19:04:00,2025-02-27 14:24:58.000000
161690,76632,29636,3,67,201,5.0,2024-10-09 19:04:00,2025-02-27 14:24:58.000000
161691,76633,2974,1,420,420,,2025-04-28 02:35:00,2025-04-28 02:35:00.666176
161692,76633,2970,1,339,339,,2025-04-28 02:35:00,2025-04-28 02:35:00.666176
161693,76633,2971,1,258,258,,2025-04-28 02:35:00,2025-04-28 02:35:00.666176
161694,76633,2973,1,493,493,,2025-04-28 02:35:00,2025-04-28 02:35:00.666176
161695,76633,2969,1,326,326,,2025-04-28 02:35:00,2025-04-28 02:35:00.666176
161696,76634,24057,1,130,130,5.0,2024-11-21 20:46:00,2025-01-15 07:43:32.000000
161697,76634,24055,3,288,864,2.0,2024-11-21 20:46:00,2025-01-15 07:43:32.000000
161698,76634,24053,3,80,240,5.0,2024-11-21 20:46:00,2025-01-15 07:43:32.000000
161699,76634,24052,3,88,264,2.0,2024-11-21 20:46:00,2025-01-15 07:43:32.000000
161700,76634,24051,1,184,184,5.0,2024-11-21 20:46:00,2025-01-15 07:43:32.000000
161701,76635,4096,1,251,251,2.0,2024-08-28 04:49:00,2025-02-19 12:09:44.000000
161702,76635,4100,2,289,578,5.0,2024-08-28 04:49:00,2025-02-19 12:09:44.000000
161703,76635,4105,1,228,228,4.0,2024-08-28 04:49:00,2025-02-19 12:09:44.000000
161704,76636,24064,1,280,280,5.0,2024-10-02 22:27:00,2024-10-10 19:54:53.000000
161705,76636,24068,1,344,344,4.0,2024-10-02 22:27:00,2024-10-10 19:54:53.000000
161706,76636,24071,1,98,98,5.0,2024-10-02 22:27:00,2024-10-10 19:54:53.000000
161707,76636,24070,2,314,628,5.0,2024-10-02 22:27:00,2024-10-10 19:54:53.000000
161708,76637,2456,3,340,1020,,2025-04-29 13:32:00,2025-04-29 13:32:00.879082
161709,76637,2455,2,206,412,,2025-04-29 13:32:00,2025-04-29 13:32:00.879082
161710,76638,4012,1,175,175,5.0,2024-08-07 21:55:00,2024-09-24 19:58:01.000000
161711,76638,4009,3,188,564,5.0,2024-08-07 21:55:00,2024-09-24 19:58:01.000000
161712,76639,24052,3,88,264,5.0,2024-10-29 06:38:00,2025-04-06 11:05:18.000000
161713,76640,24221,3,331,993,,2024-09-15 12:34:00,2024-11-01 10:44:52.000000
161714,76641,32566,3,193,579,5.0,2025-04-15 17:59:00,2025-04-20 01:48:27.000000
161715,76642,32571,3,459,1377,4.0,2025-05-01 02:03:00,2025-05-01 02:03:00.952740
161716,76642,32570,3,228,684,2.0,2025-05-01 02:03:00,2025-05-01 02:03:00.952740
161717,76642,32569,2,273,546,5.0,2025-05-01 02:03:00,2025-05-01 02:03:00.952740
161718,76643,32442,1,366,366,1.0,2025-04-11 10:05:00,2025-04-11 11:09:55.000000
161719,76643,32438,2,286,572,3.0,2025-04-11 10:05:00,2025-04-11 11:09:55.000000
161720,76643,32434,3,443,1329,4.0,2025-04-11 10:05:00,2025-04-11 11:09:55.000000
161721,76644,32877,1,440,440,5.0,2025-04-09 01:48:00,2025-04-16 10:30:02.000000
161722,76644,32876,1,102,102,3.0,2025-04-09 01:48:00,2025-04-16 10:30:02.000000
161723,76645,32753,3,415,1245,5.0,2025-04-17 15:42:00,2025-04-19 10:21:30.000000
161724,76645,32756,1,137,137,4.0,2025-04-17 15:42:00,2025-04-19 10:21:30.000000
161725,76645,32746,2,194,388,1.0,2025-04-17 15:42:00,2025-04-19 10:21:30.000000
161726,76645,32751,3,447,1341,5.0,2025-04-17 15:42:00,2025-04-19 10:21:30.000000
161727,76645,32757,2,323,646,5.0,2025-04-17 15:42:00,2025-04-19 10:21:30.000000
161728,76646,32924,3,308,924,1.0,2025-04-22 09:16:00,2025-04-23 05:16:30.000000
161729,76646,32918,3,422,1266,5.0,2025-04-22 09:16:00,2025-04-23 05:16:30.000000
161730,76646,32919,3,418,1254,2.0,2025-04-22 09:16:00,2025-04-23 05:16:30.000000
161731,76647,32749,3,238,714,5.0,2025-04-28 00:59:00,2025-04-28 00:59:00.344442
161732,76648,32928,1,190,190,,2025-06-28 12:12:00,2025-06-28 12:12:00.944615
161733,76648,32926,1,92,92,,2025-06-28 12:12:00,2025-06-28 12:12:00.944615
161734,76648,32917,3,408,1224,,2025-06-28 12:12:00,2025-06-28 12:12:00.944615
161735,76648,32924,3,308,924,,2025-06-28 12:12:00,2025-06-28 12:12:00.944615
161736,76649,13220,2,163,326,4.0,2025-05-23 04:23:00,2025-05-23 04:23:00.416314
161737,76649,13217,3,415,1245,3.0,2025-05-23 04:23:00,2025-05-23 04:23:00.416314
161738,76649,13221,2,466,932,4.0,2025-05-23 04:23:00,2025-05-23 04:23:00.416314
161739,76649,13216,3,85,255,4.0,2025-05-23 04:23:00,2025-05-23 04:23:00.416314
161740,76649,13223,2,218,436,5.0,2025-05-23 04:23:00,2025-05-23 04:23:00.416314
161741,76650,13973,1,399,399,5.0,2025-03-27 04:07:00,2025-04-02 23:58:24.000000
161742,76650,13975,2,392,784,5.0,2025-03-27 04:07:00,2025-04-02 23:58:24.000000
161743,76650,13976,1,70,70,1.0,2025-03-27 04:07:00,2025-04-02 23:58:24.000000
161744,76650,13977,1,113,113,4.0,2025-03-27 04:07:00,2025-04-02 23:58:24.000000
161745,76650,13979,2,412,824,4.0,2025-03-27 04:07:00,2025-04-02 23:58:24.000000
161746,76651,13424,3,207,621,2.0,2025-03-13 16:01:00,2025-04-12 21:04:57.000000
161747,76652,8396,1,262,262,5.0,2025-06-09 13:14:00,2025-06-09 13:14:00.007456
161748,76653,8399,2,146,292,,2025-04-24 10:04:00,2025-04-24 10:04:00.488729
161749,76653,8396,1,262,262,,2025-04-24 10:04:00,2025-04-24 10:04:00.488729
161750,76653,8393,1,166,166,,2025-04-24 10:04:00,2025-04-24 10:04:00.488729
161751,76653,8390,1,51,51,,2025-04-24 10:04:00,2025-04-24 10:04:00.488729
161752,76654,26621,2,325,650,5.0,2025-02-07 18:32:00,2025-04-12 16:32:42.000000
161753,76654,26613,3,263,789,4.0,2025-02-07 18:32:00,2025-04-12 16:32:42.000000
161754,76654,26614,3,357,1071,4.0,2025-02-07 18:32:00,2025-04-12 16:32:42.000000
161755,76654,26616,2,230,460,4.0,2025-02-07 18:32:00,2025-04-12 16:32:42.000000
161756,76654,26611,2,465,930,1.0,2025-02-07 18:32:00,2025-04-12 16:32:42.000000
161757,76655,8390,1,51,51,5.0,2025-04-22 17:34:00,2025-04-22 20:34:35.000000
161758,76656,10476,2,233,466,5.0,2024-10-08 22:51:00,2024-11-29 13:46:03.000000
161759,76657,10046,1,439,439,5.0,2024-08-21 20:42:00,2024-12-21 12:58:55.000000
161760,76658,9735,2,203,406,,2024-09-30 10:29:00,2024-12-21 16:12:42.000000
161761,76658,9743,2,341,682,,2024-09-30 10:29:00,2024-12-21 16:12:42.000000
161762,76659,9733,2,97,194,,2024-11-03 04:41:00,2025-02-03 20:00:12.000000
161763,76659,9735,1,203,203,,2024-11-03 04:41:00,2025-02-03 20:00:12.000000
161764,76660,10047,1,357,357,4.0,2024-08-16 20:25:00,2025-03-08 22:07:44.000000
161765,76660,10041,2,118,236,1.0,2024-08-16 20:25:00,2025-03-08 22:07:44.000000
161766,76660,10042,2,275,550,1.0,2024-08-16 20:25:00,2025-03-08 22:07:44.000000
161767,76661,9988,1,482,482,4.0,2024-09-09 14:12:00,2024-09-24 15:54:28.000000
161768,76661,9981,3,286,858,5.0,2024-09-09 14:12:00,2024-09-24 15:54:28.000000
161769,76661,9980,3,413,1239,4.0,2024-09-09 14:12:00,2024-09-24 15:54:28.000000
161770,76662,9732,3,306,918,5.0,2024-08-26 11:27:00,2024-09-04 00:48:58.000000
161771,76662,9738,3,262,786,4.0,2024-08-26 11:27:00,2024-09-04 00:48:58.000000
161772,76662,9740,2,365,730,5.0,2024-08-26 11:27:00,2024-09-04 00:48:58.000000
161773,76662,9734,1,361,361,5.0,2024-08-26 11:27:00,2024-09-04 00:48:58.000000
161774,76663,10047,2,357,714,,2024-09-09 02:55:00,2024-10-18 03:51:17.000000
161775,76663,10040,2,389,778,,2024-09-09 02:55:00,2024-10-18 03:51:17.000000
161776,76663,10042,3,275,825,,2024-09-09 02:55:00,2024-10-18 03:51:17.000000
161777,76663,10044,2,438,876,,2024-09-09 02:55:00,2024-10-18 03:51:17.000000
161778,76663,10045,1,441,441,,2024-09-09 02:55:00,2024-10-18 03:51:17.000000
161779,76665,24068,1,344,344,,2023-09-05 05:05:00,2023-12-31 20:54:08.000000
161780,76666,20409,1,195,195,3.0,2025-03-28 03:10:00,2025-03-28 03:31:59.000000
161781,76666,20408,1,204,204,4.0,2025-03-28 03:10:00,2025-03-28 03:31:59.000000
161782,76666,20399,3,252,756,1.0,2025-03-28 03:10:00,2025-03-28 03:31:59.000000
161783,76666,20406,3,428,1284,5.0,2025-03-28 03:10:00,2025-03-28 03:31:59.000000
161784,76667,23801,2,111,222,5.0,2023-10-01 13:55:00,2024-02-25 05:33:09.000000
161785,76667,23809,2,143,286,4.0,2023-10-01 13:55:00,2024-02-25 05:33:09.000000
161786,76667,23810,2,440,880,5.0,2023-10-01 13:55:00,2024-02-25 05:33:09.000000
161787,76667,23807,1,121,121,5.0,2023-10-01 13:55:00,2024-02-25 05:33:09.000000
161788,76668,24070,1,314,314,4.0,2023-09-25 21:24:00,2024-03-13 16:02:39.000000
161789,76668,24067,2,403,806,5.0,2023-09-25 21:24:00,2024-03-13 16:02:39.000000
161790,76668,24072,2,234,468,5.0,2023-09-25 21:24:00,2024-03-13 16:02:39.000000
161791,76669,23802,1,435,435,4.0,2023-10-07 12:59:00,2024-09-06 21:06:39.000000
161792,76669,23807,2,121,242,4.0,2023-10-07 12:59:00,2024-09-06 21:06:39.000000
161793,76669,23812,3,282,846,5.0,2023-10-07 12:59:00,2024-09-06 21:06:39.000000
161794,76669,23811,3,432,1296,2.0,2023-10-07 12:59:00,2024-09-06 21:06:39.000000
161795,76670,19824,2,136,272,3.0,2025-04-03 01:27:00,2025-04-06 13:28:31.000000
161796,76670,19825,1,165,165,4.0,2025-04-03 01:27:00,2025-04-06 13:28:31.000000
161797,76671,23988,3,129,387,4.0,2023-11-14 08:42:00,2024-03-25 16:21:11.000000
161798,76673,2968,3,88,264,2.0,2023-11-30 03:03:00,2024-08-02 00:16:58.000000
161799,76674,2966,1,401,401,5.0,2023-09-28 18:37:00,2025-03-19 01:17:01.000000
161800,76674,2967,1,493,493,4.0,2023-09-28 18:37:00,2025-03-19 01:17:01.000000
161801,76675,22887,1,222,222,,2025-06-27 12:05:00,2025-06-27 12:05:00.124315
161802,76675,22888,2,163,326,,2025-06-27 12:05:00,2025-06-27 12:05:00.124315
161803,76676,7086,3,307,921,,2025-05-13 19:04:00,2025-05-13 19:04:00.760762
161804,76676,7082,1,172,172,,2025-05-13 19:04:00,2025-05-13 19:04:00.760762
161805,76676,7079,2,213,426,,2025-05-13 19:04:00,2025-05-13 19:04:00.760762
161806,76677,7079,3,213,639,,2025-04-18 21:07:00,2025-04-21 17:59:01.000000
161807,76677,7082,3,172,516,,2025-04-18 21:07:00,2025-04-21 17:59:01.000000
161808,76677,7084,2,346,692,,2025-04-18 21:07:00,2025-04-21 17:59:01.000000
161809,76677,7093,1,84,84,,2025-04-18 21:07:00,2025-04-21 17:59:01.000000
161810,76677,7092,1,474,474,,2025-04-18 21:07:00,2025-04-21 17:59:01.000000
161811,76678,10475,2,56,112,5.0,2025-05-06 19:05:00,2025-05-06 19:05:00.101170
161812,76678,10481,1,439,439,4.0,2025-05-06 19:05:00,2025-05-06 19:05:00.101170
161813,76678,10478,2,486,972,5.0,2025-05-06 19:05:00,2025-05-06 19:05:00.101170
161814,76678,10473,3,126,378,5.0,2025-05-06 19:05:00,2025-05-06 19:05:00.101170
161815,76679,10319,3,64,192,4.0,2025-04-29 04:33:00,2025-04-29 04:33:00.245943
161816,76679,10328,2,433,866,1.0,2025-04-29 04:33:00,2025-04-29 04:33:00.245943
161817,76679,10330,3,403,1209,2.0,2025-04-29 04:33:00,2025-04-29 04:33:00.245943
161818,76680,26289,1,468,468,1.0,2024-12-22 23:42:00,2025-01-01 23:58:13.000000
161819,76680,26295,2,458,916,5.0,2024-12-22 23:42:00,2025-01-01 23:58:13.000000
161820,76680,26288,1,140,140,1.0,2024-12-22 23:42:00,2025-01-01 23:58:13.000000
161821,76680,26287,3,450,1350,3.0,2024-12-22 23:42:00,2025-01-01 23:58:13.000000
161822,76680,26292,2,174,348,2.0,2024-12-22 23:42:00,2025-01-01 23:58:13.000000
161823,76681,10326,1,175,175,4.0,2025-03-21 22:25:00,2025-03-24 03:25:02.000000
161824,76681,10323,1,278,278,5.0,2025-03-21 22:25:00,2025-03-24 03:25:02.000000
161825,76681,10330,3,403,1209,4.0,2025-03-21 22:25:00,2025-03-24 03:25:02.000000
161826,76681,10325,3,129,387,5.0,2025-03-21 22:25:00,2025-03-24 03:25:02.000000
161827,76682,33793,2,448,896,3.0,2023-08-04 02:59:00,2024-08-27 21:34:39.000000
161828,76682,33799,3,324,972,5.0,2023-08-04 02:59:00,2024-08-27 21:34:39.000000
161829,76682,33794,2,250,500,4.0,2023-08-04 02:59:00,2024-08-27 21:34:39.000000
161830,76683,8391,3,218,654,5.0,2023-05-04 11:29:00,2024-07-11 18:45:34.000000
161831,76684,8391,3,218,654,2.0,2023-05-12 11:34:00,2024-03-22 13:32:38.000000
161832,76684,8397,2,56,112,5.0,2023-05-12 11:34:00,2024-03-22 13:32:38.000000
161833,76685,8393,1,166,166,5.0,2023-05-19 14:59:00,2024-08-11 17:33:30.000000
161834,76685,8391,3,218,654,4.0,2023-05-19 14:59:00,2024-08-11 17:33:30.000000
161835,76686,8396,1,262,262,1.0,2023-06-03 11:23:00,2024-01-11 02:26:46.000000
161836,76686,8394,3,399,1197,1.0,2023-06-03 11:23:00,2024-01-11 02:26:46.000000
161837,76686,8393,3,166,498,2.0,2023-06-03 11:23:00,2024-01-11 02:26:46.000000
161838,76686,8397,2,56,112,4.0,2023-06-03 11:23:00,2024-01-11 02:26:46.000000
161839,76687,29632,3,213,639,,2023-10-26 21:39:00,2025-02-07 08:25:56.000000
161840,76689,29891,1,164,164,,2023-12-11 22:06:00,2024-11-13 13:50:25.000000
161841,76689,29893,2,319,638,,2023-12-11 22:06:00,2024-11-13 13:50:25.000000
161842,76690,26220,2,312,624,3.0,2025-04-20 16:56:00,2025-04-21 01:07:45.000000
161843,76690,26214,1,484,484,5.0,2025-04-20 16:56:00,2025-04-21 01:07:45.000000
161844,76690,26219,3,107,321,5.0,2025-04-20 16:56:00,2025-04-21 01:07:45.000000
161845,76691,3833,3,171,513,5.0,2025-03-20 19:17:00,2025-04-02 10:00:47.000000
161846,76691,3836,2,309,618,4.0,2025-03-20 19:17:00,2025-04-02 10:00:47.000000
161847,76692,17003,3,375,1125,5.0,2025-03-15 00:13:00,2025-03-31 04:47:17.000000
161848,76692,17002,2,249,498,5.0,2025-03-15 00:13:00,2025-03-31 04:47:17.000000
161849,76692,17001,1,208,208,5.0,2025-03-15 00:13:00,2025-03-31 04:47:17.000000
161850,76693,22002,3,374,1122,,2024-11-04 01:16:00,2025-02-27 09:47:27.000000
161851,76693,22007,3,439,1317,,2024-11-04 01:16:00,2025-02-27 09:47:27.000000
161852,76693,22006,3,379,1137,,2024-11-04 01:16:00,2025-02-27 09:47:27.000000
161853,76693,22009,3,214,642,,2024-11-04 01:16:00,2025-02-27 09:47:27.000000
161854,76693,22011,1,278,278,,2024-11-04 01:16:00,2025-02-27 09:47:27.000000
161855,76696,27462,3,291,873,5.0,2024-06-27 03:16:00,2024-10-15 23:21:26.000000
161856,76699,13215,2,480,960,5.0,2023-06-05 02:53:00,2025-01-19 18:14:55.000000
161857,76699,13223,3,218,654,4.0,2023-06-05 02:53:00,2025-01-19 18:14:55.000000
161858,76699,13225,1,169,169,5.0,2023-06-05 02:53:00,2025-01-19 18:14:55.000000
161859,76699,13222,3,484,1452,5.0,2023-06-05 02:53:00,2025-01-19 18:14:55.000000
161860,76701,22891,3,243,729,4.0,2025-04-18 17:57:00,2025-04-20 10:01:17.000000
161861,76701,22892,3,303,909,5.0,2025-04-18 17:57:00,2025-04-20 10:01:17.000000
161862,76702,22894,1,110,110,4.0,2025-05-14 22:42:00,2025-05-14 22:42:00.628021
161863,76702,22886,1,55,55,5.0,2025-05-14 22:42:00,2025-05-14 22:42:00.628021
161864,76702,22887,3,222,666,1.0,2025-05-14 22:42:00,2025-05-14 22:42:00.628021
161865,76702,22888,2,163,326,4.0,2025-05-14 22:42:00,2025-05-14 22:42:00.628021
161866,76702,22892,1,303,303,1.0,2025-05-14 22:42:00,2025-05-14 22:42:00.628021
161867,76703,22834,2,450,900,,2025-06-04 23:39:00,2025-06-04 23:39:00.737678
161868,76703,22842,2,192,384,,2025-06-04 23:39:00,2025-06-04 23:39:00.737678
161869,76703,22837,2,318,636,,2025-06-04 23:39:00,2025-06-04 23:39:00.737678
161870,76703,22838,3,86,258,,2025-06-04 23:39:00,2025-06-04 23:39:00.737678
161871,76704,22843,3,138,414,,2025-05-03 18:51:00,2025-05-03 18:51:00.727812
161872,76704,22838,3,86,258,,2025-05-03 18:51:00,2025-05-03 18:51:00.727812
161873,76704,22837,1,318,318,,2025-05-03 18:51:00,2025-05-03 18:51:00.727812
161874,76704,22839,3,435,1305,,2025-05-03 18:51:00,2025-05-03 18:51:00.727812
161875,76704,22835,2,375,750,,2025-05-03 18:51:00,2025-05-03 18:51:00.727812
161876,76705,22887,2,222,444,4.0,2025-04-16 18:11:00,2025-04-19 01:43:37.000000
161877,76705,22884,2,104,208,4.0,2025-04-16 18:11:00,2025-04-19 01:43:37.000000
161878,76706,19825,2,165,330,,2025-06-13 00:55:00,2025-06-13 00:55:00.789999
161879,76707,19764,2,422,844,4.0,2025-04-23 00:10:00,2025-04-23 09:04:01.000000
161880,76708,20399,1,252,252,5.0,2025-05-07 15:55:00,2025-05-07 15:55:00.615371
161881,76708,20404,3,261,783,2.0,2025-05-07 15:55:00,2025-05-07 15:55:00.615371
161882,76708,20403,1,373,373,4.0,2025-05-07 15:55:00,2025-05-07 15:55:00.615371
161883,76708,20407,2,234,468,4.0,2025-05-07 15:55:00,2025-05-07 15:55:00.615371
161884,76708,20401,3,309,927,2.0,2025-05-07 15:55:00,2025-05-07 15:55:00.615371
161885,76709,20211,2,412,824,,2025-04-17 04:12:00,2025-04-18 12:59:57.000000
161886,76709,20208,3,400,1200,,2025-04-17 04:12:00,2025-04-18 12:59:57.000000
161887,76713,4104,2,342,684,5.0,2024-01-07 00:41:00,2024-08-17 10:13:20.000000
161888,76714,4008,1,353,353,4.0,2024-01-05 21:01:00,2024-12-31 05:15:56.000000
161889,76714,4012,3,175,525,4.0,2024-01-05 21:01:00,2024-12-31 05:15:56.000000
161890,76714,4005,3,265,795,4.0,2024-01-05 21:01:00,2024-12-31 05:15:56.000000
161891,76715,4099,2,191,382,,2023-12-16 00:37:00,2025-01-31 19:05:25.000000
161892,76715,4097,2,421,842,,2023-12-16 00:37:00,2025-01-31 19:05:25.000000
161893,76715,4096,3,251,753,,2023-12-16 00:37:00,2025-01-31 19:05:25.000000
161894,76715,4101,2,185,370,,2023-12-16 00:37:00,2025-01-31 19:05:25.000000
161895,76715,4100,3,289,867,,2023-12-16 00:37:00,2025-01-31 19:05:25.000000
161896,76716,4015,3,216,648,5.0,2023-11-28 17:06:00,2024-08-01 10:36:37.000000
161897,76716,4009,2,188,376,5.0,2023-11-28 17:06:00,2024-08-01 10:36:37.000000
161898,76716,4004,1,125,125,4.0,2023-11-28 17:06:00,2024-08-01 10:36:37.000000
161899,76719,27464,2,391,782,4.0,2025-03-06 04:02:00,2025-04-03 22:08:12.000000
161900,76719,27470,1,227,227,5.0,2025-03-06 04:02:00,2025-04-03 22:08:12.000000
161901,76719,27466,3,340,1020,5.0,2025-03-06 04:02:00,2025-04-03 22:08:12.000000
161902,76719,27460,2,477,954,3.0,2025-03-06 04:02:00,2025-04-03 22:08:12.000000
161903,76720,2440,2,264,528,,2023-06-23 10:59:00,2023-07-30 19:52:39.000000
161904,76720,2437,2,279,558,,2023-06-23 10:59:00,2023-07-30 19:52:39.000000
161905,76720,2434,2,123,246,,2023-06-23 10:59:00,2023-07-30 19:52:39.000000
161906,76720,2431,1,299,299,,2023-06-23 10:59:00,2023-07-30 19:52:39.000000
161907,76720,2430,1,133,133,,2023-06-23 10:59:00,2023-07-30 19:52:39.000000
161908,76721,2453,1,211,211,3.0,2023-06-03 19:27:00,2023-10-03 07:59:25.000000
161909,76721,2455,1,206,206,2.0,2023-06-03 19:27:00,2023-10-03 07:59:25.000000
161910,76721,2457,2,332,664,3.0,2023-06-03 19:27:00,2023-10-03 07:59:25.000000
161911,76721,2452,3,466,1398,4.0,2023-06-03 19:27:00,2023-10-03 07:59:25.000000
161912,76723,22794,2,410,820,,2025-05-23 19:19:00,2025-05-23 19:19:00.979724
161913,76723,22792,2,271,542,,2025-05-23 19:19:00,2025-05-23 19:19:00.979724
161914,76723,22791,3,60,180,,2025-05-23 19:19:00,2025-05-23 19:19:00.979724
161915,76723,22789,2,406,812,,2025-05-23 19:19:00,2025-05-23 19:19:00.979724
161916,76724,22792,1,271,271,1.0,2025-05-10 20:44:00,2025-05-10 20:44:00.506136
161917,76724,22793,1,368,368,3.0,2025-05-10 20:44:00,2025-05-10 20:44:00.506136
161918,76724,22789,1,406,406,5.0,2025-05-10 20:44:00,2025-05-10 20:44:00.506136
161919,76724,22797,1,304,304,2.0,2025-05-10 20:44:00,2025-05-10 20:44:00.506136
161920,76726,29958,3,336,1008,5.0,2024-01-09 03:19:00,2024-03-24 18:37:21.000000
161921,76727,13171,3,346,1038,4.0,2023-11-10 03:19:00,2024-12-19 07:52:10.000000
161922,76727,13172,2,231,462,3.0,2023-11-10 03:19:00,2024-12-19 07:52:10.000000
161923,76728,29891,2,164,328,4.0,2024-01-11 00:38:00,2024-05-08 00:26:13.000000
161924,76729,18444,3,380,1140,2.0,2025-05-19 03:43:00,2025-05-19 03:43:00.508586
161925,76729,18443,3,55,165,4.0,2025-05-19 03:43:00,2025-05-19 03:43:00.508586
161926,76729,18439,2,170,340,1.0,2025-05-19 03:43:00,2025-05-19 03:43:00.508586
161927,76729,18445,1,277,277,5.0,2025-05-19 03:43:00,2025-05-19 03:43:00.508586
161928,76729,18436,3,393,1179,4.0,2025-05-19 03:43:00,2025-05-19 03:43:00.508586
161929,76730,396,3,73,219,1.0,2025-02-09 19:42:00,2025-03-30 18:10:17.000000
161930,76730,398,2,116,232,5.0,2025-02-09 19:42:00,2025-03-30 18:10:17.000000
161931,76730,393,1,392,392,1.0,2025-02-09 19:42:00,2025-03-30 18:10:17.000000
161932,76730,392,3,370,1110,5.0,2025-02-09 19:42:00,2025-03-30 18:10:17.000000
161933,76730,397,3,155,465,3.0,2025-02-09 19:42:00,2025-03-30 18:10:17.000000
161934,76731,398,1,116,116,5.0,2025-04-13 20:40:00,2025-04-21 09:00:19.000000
161935,76732,18362,1,180,180,5.0,2025-04-23 20:43:00,2025-04-23 20:43:00.475441
161936,76732,18361,1,168,168,3.0,2025-04-23 20:43:00,2025-04-23 20:43:00.475441
161937,76732,18366,1,161,161,3.0,2025-04-23 20:43:00,2025-04-23 20:43:00.475441
