MenuItemID,RestaurantID,ItemName,Description,Price,Category,Availability,ItemType,Ratings,CreatedDate,ModifiedDate
395,33,Chilli Paneer,Traditional Indian Chilli Paneer with rich flavors.,380,Chinese & Indo-Chinese,True,Veg,3.4,2024-12-11 10:20:31,2025-03-05 09:52:30.000000
396,33,Momos,A must-try Momos from India.,73,Chinese & Indo-Chinese,True,Veg,2.8,2025-01-01 16:34:36,2025-04-07 03:34:21.000000
397,33,Fruit Juice,Delicious and authentic Fruit Juice.,155,Beverages,True,Veg,3.5,2024-11-30 14:48:19,2025-04-03 19:58:51.000000
398,33,Keema Pav,Delicious and authentic Keema Pav.,116,Snacks & Street Food,True,Non-Veg,4.0,2025-01-16 02:04:35,2025-04-03 09:21:29.000000
399,33,Tandoori Broccoli,Delicious and authentic Tandoori Broccoli.,278,Appetizers,True,Veg,3.4,2024-12-30 17:50:26,2025-01-30 08:26:17.000000
400,33,Manchow Soup,A popular Indian dish.,252,Chinese & Indo-Chinese,True,Veg,4.5,2024-12-19 13:11:36,2025-02-25 19:42:12.000000
401,33,Cold Brew Coffee,Delicious and authentic Cold Brew Coffee.,173,Beverages,True,Veg,4.4,2025-01-18 12:40:34,2025-04-05 21:16:19.000000
402,33,Baingan Bharta,Classic Baingan Bharta with a twist.,379,Main Course,True,Veg,3.2,2024-12-02 16:24:41,2025-02-09 12:21:01.000000
403,33,Pav Bhaji,A must-try Pav Bhaji from India.,415,Snacks & Street Food,True,Veg,4.3,2024-12-22 01:38:32,2025-03-10 09:09:53.000000
537,45,Shahi Tukda,Delicious and authentic Shahi Tukda.,315,Desserts,True,Veg,4.2,2024-10-12 03:38:00,2025-03-04 18:50:40.000000
538,45,Hyderabadi Biryani,Delicious and authentic Hyderabadi Biryani.,405,Main Course,True,Non-Veg,3.6,2024-10-28 05:06:15,2025-03-31 18:59:37.000000
539,45,Stuffed Mushrooms,A must-try Stuffed Mushrooms from India.,499,Appetizers,True,Veg,4.1,2024-11-12 20:39:53,2024-11-17 15:39:51.000000
540,45,Momos,A must-try Momos from India.,319,Chinese & Indo-Chinese,True,Veg,4.2,2024-10-31 02:33:11,2024-12-17 06:07:14.000000
541,45,Curd Rice,Delicious and authentic Curd Rice.,198,South Indian,True,Veg,4.0,2024-10-20 23:28:31,2025-04-18 23:27:35.000000
542,45,Lemon Herb Fish,Traditional Indian Lemon Herb Fish with rich flavors.,446,Italian & Continental,True,Non-Veg,3.6,2024-11-12 14:30:53,2024-12-14 18:57:12.000000
543,45,Modak,A must-try Modak from India.,229,Desserts,True,Veg,3.5,2024-10-04 01:22:46,2025-02-05 13:17:10.000000
544,45,Gobi Manchurian,Delicious and authentic Gobi Manchurian.,72,Chinese & Indo-Chinese,True,Veg,4.3,2024-10-25 02:28:54,2025-03-03 23:15:46.000000
545,45,Chettinad Chicken Curry,Classic Chettinad Chicken Curry with a twist.,410,South Indian,True,Non-Veg,3.3,2024-10-26 05:09:58,2024-11-02 23:12:29.000000
546,45,Aloo Chaat,A popular Indian dish.,292,Snacks & Street Food,True,Veg,4.3,2024-10-14 22:48:45,2024-12-08 16:29:54.000000
547,45,Phirni,Delicious and authentic Phirni.,189,Desserts,True,Veg,4.0,2024-10-16 02:15:31,2025-04-01 22:06:38.000000
548,45,Rogan Josh,Traditional Indian Rogan Josh with rich flavors.,229,Main Course,True,Non-Veg,3.0,2024-10-21 19:56:46,2025-01-24 05:40:20.000000
549,45,Kerala Parotta with Egg Curry,Delicious and authentic Kerala Parotta with Egg Curry.,397,South Indian,True,Non-Veg,2.9,2024-10-18 18:43:50,2024-12-10 15:49:47.000000
550,46,Gajar Halwa,Classic Gajar Halwa with a twist.,469,Desserts,True,Veg,4.3,2024-09-13 02:23:36,2024-10-29 05:22:14.000000
551,46,Tandoori Momos,Traditional Indian Tandoori Momos with rich flavors.,191,Snacks & Street Food,True,Non-Veg,3.4,2024-09-08 06:21:28,2025-03-17 17:40:33.000000
552,46,Dabeli,Delicious and authentic Dabeli.,83,Snacks & Street Food,True,Veg,4.2,2024-07-30 22:51:37,2024-07-31 01:03:13.000000
553,46,Chocolate Brownie,A must-try Chocolate Brownie from India.,469,Desserts,True,Veg,4.0,2024-07-30 18:07:50,2024-12-15 13:34:39.000000
554,46,Iced Tea,Traditional Indian Iced Tea with rich flavors.,345,Beverages,True,Veg,4.1,2024-08-30 15:58:33,2024-10-20 13:32:07.000000
555,46,Lemon Rice,A popular Indian dish.,234,South Indian,True,Veg,3.8,2024-08-27 00:51:45,2025-04-16 23:59:01.000000
556,46,Bruschetta,A popular Indian dish.,496,Italian & Continental,True,Veg,3.9,2024-09-21 02:51:06,2025-04-06 17:33:42.000000
557,46,Schezwan Noodles,Traditional Indian Schezwan Noodles with rich flavors.,64,Chinese & Indo-Chinese,True,Veg,3.4,2024-08-30 13:01:24,2025-04-14 02:32:33.000000
558,46,Onion Uttapam,Delicious and authentic Onion Uttapam.,316,South Indian,True,Veg,3.3,2024-09-08 20:08:19,2024-09-25 05:16:22.000000
559,46,Biryani,A popular Indian dish.,431,Main Course,True,Veg,3.8,2024-08-31 09:38:21,2024-09-05 15:03:18.000000
560,46,Lasagna,Classic Lasagna with a twist.,275,Italian & Continental,True,Veg,3.8,2024-08-25 04:14:06,2024-11-17 23:06:35.000000
561,46,Mutton Handi,Traditional Indian Mutton Handi with rich flavors.,68,Main Course,True,Non-Veg,3.7,2024-09-17 20:19:49,2025-04-15 19:40:15.000000
562,46,Paneer Butter Masala,A popular Indian dish.,479,Main Course,True,Veg,3.9,2024-08-22 23:47:58,2024-12-22 14:28:48.000000
783,64,Lasagna,Traditional Indian Lasagna with rich flavors.,456,Italian & Continental,True,Veg,3.5,2023-11-11 07:33:07,2024-05-06 16:52:02.000000
784,64,Methi Malai Murg,Delicious and authentic Methi Malai Murg.,389,Main Course,True,Non-Veg,3.6,2023-10-17 03:19:05,2024-09-05 01:01:20.000000
785,64,Paneer Tikka,A popular Indian dish.,384,Appetizers,True,Veg,3.6,2023-10-11 15:32:50,2024-07-30 15:23:17.000000
786,64,Shahi Tukda,Delicious and authentic Shahi Tukda.,221,Desserts,True,Veg,3.9,2023-09-29 21:03:17,2024-05-08 19:02:47.000000
787,64,Hot & Sour Soup,Traditional Indian Hot & Sour Soup with rich flavors.,478,Chinese & Indo-Chinese,True,Veg,4.0,2023-10-17 16:54:20,2024-06-04 18:50:02.000000
788,64,Mushroom Risotto,A must-try Mushroom Risotto from India.,195,Italian & Continental,True,Veg,3.7,2023-10-21 07:58:02,2025-03-24 19:05:04.000000
789,64,Frankie,Delicious and authentic Frankie.,269,Snacks & Street Food,True,Veg,4.0,2023-11-09 07:55:16,2024-02-15 08:19:12.000000
790,64,Schezwan Fried Rice,Classic Schezwan Fried Rice with a twist.,222,Chinese & Indo-Chinese,True,Veg,4.1,2023-10-06 11:50:52,2023-11-13 13:02:38.000000
791,64,Spring Rolls,Classic Spring Rolls with a twist.,254,Chinese & Indo-Chinese,True,Veg,4.2,2023-10-05 06:46:02,2025-02-02 12:20:53.000000
792,64,Sweet Corn Soup,Delicious and authentic Sweet Corn Soup.,82,Chinese & Indo-Chinese,True,Veg,4.2,2023-10-24 02:00:38,2025-03-23 18:15:31.000000
793,64,Kulfi,Traditional Indian Kulfi with rich flavors.,264,Desserts,True,Veg,3.3,2023-11-18 08:25:25,2024-09-24 20:36:15.000000
828,68,Stuffed Bell Peppers,Traditional Indian Stuffed Bell Peppers with rich flavors.,143,Italian & Continental,True,Veg,3.6,2023-11-19 17:02:06,2024-03-23 15:59:32.000000
829,68,Rasam Rice,Traditional Indian Rasam Rice with rich flavors.,340,South Indian,True,Veg,3.9,2023-09-29 14:51:14,2023-12-05 05:02:15.000000
830,68,Neer Dosa,A must-try Neer Dosa from India.,87,South Indian,True,Veg,3.8,2023-10-18 00:15:54,2024-02-10 13:39:21.000000
831,68,Appam with Stew,Delicious and authentic Appam with Stew.,290,South Indian,True,Veg,3.3,2023-10-27 22:59:36,2025-03-17 17:45:58.000000
832,68,Garlic Bread,Delicious and authentic Garlic Bread.,393,Italian & Continental,True,Veg,3.8,2023-10-19 16:30:27,2024-05-02 13:33:37.000000
833,68,Fish Curry,Classic Fish Curry with a twist.,247,Main Course,True,Non-Veg,3.6,2023-10-26 15:48:09,2025-01-23 23:21:21.000000
834,68,Kerala Parotta with Egg Curry,A must-try Kerala Parotta with Egg Curry from India.,310,South Indian,True,Non-Veg,3.7,2023-10-26 00:07:40,2023-11-16 16:59:39.000000
835,68,Schezwan Noodles,Classic Schezwan Noodles with a twist.,196,Chinese & Indo-Chinese,True,Veg,3.5,2023-10-03 06:08:16,2025-01-01 13:35:21.000000
836,68,Gajar Halwa,Classic Gajar Halwa with a twist.,109,Desserts,True,Veg,3.8,2023-11-05 02:43:37,2024-07-18 16:34:22.000000
837,68,Vegetable Stew,Delicious and authentic Vegetable Stew.,371,South Indian,True,Veg,3.6,2023-11-20 16:48:19,2024-09-20 21:34:47.000000
838,68,Sugarcane Juice,Delicious and authentic Sugarcane Juice.,489,Beverages,True,Veg,3.1,2023-11-06 20:23:58,2024-06-25 03:43:46.000000
839,68,Margherita Pizza,Delicious and authentic Margherita Pizza.,427,Italian & Continental,True,Veg,3.8,2023-10-24 02:06:09,2024-09-23 00:51:33.000000
901,74,Burritos,Traditional Indian Burritos with rich flavors.,353,Italian & Continental,True,Veg,3.3,2024-03-19 01:27:05,2025-01-25 11:26:36.000000
902,74,Gobi Manchurian,A must-try Gobi Manchurian from India.,313,Chinese & Indo-Chinese,True,Veg,3.8,2024-03-01 22:43:37,2024-06-30 18:36:46.000000
903,74,Mango Shrikhand,A must-try Mango Shrikhand from India.,308,Desserts,True,Veg,3.8,2024-02-07 20:04:57,2025-04-05 18:27:08.000000
904,74,Kachori,Traditional Indian Kachori with rich flavors.,77,Snacks & Street Food,True,Veg,4.1,2024-02-14 12:49:13,2024-12-11 05:22:38.000000
905,74,Mysore Pak,Classic Mysore Pak with a twist.,252,Desserts,True,Veg,3.6,2024-03-25 20:45:31,2024-10-13 18:44:40.000000
906,74,Veg Frankie,A must-try Veg Frankie from India.,274,Snacks & Street Food,True,Veg,3.8,2024-03-25 13:52:31,2024-08-26 00:17:51.000000
907,74,Pav Bhaji,A popular Indian dish.,497,Snacks & Street Food,True,Veg,3.7,2024-03-24 21:56:20,2024-04-28 13:02:35.000000
908,74,Batata Vada,A popular Indian dish.,276,Snacks & Street Food,True,Veg,3.9,2024-03-03 17:19:31,2024-12-21 03:28:23.000000
909,74,Mango Lassi,A popular Indian dish.,334,Beverages,True,Veg,4.2,2024-02-25 09:19:27,2024-08-14 02:11:00.000000
910,74,Hara Bhara Kebab,A must-try Hara Bhara Kebab from India.,276,Appetizers,True,Veg,3.8,2024-02-17 15:32:32,2025-04-04 06:19:44.000000
911,74,Egg Curry,Classic Egg Curry with a twist.,345,Main Course,True,Non-Veg,3.6,2024-02-22 20:50:28,2025-01-29 03:41:58.000000
985,81,Set Dosa,Traditional Indian Set Dosa with rich flavors.,157,South Indian,True,Veg,5.0,2025-04-03 23:22:51,2025-04-23 16:35:12.000000
986,81,Tandoori Prawns,Delicious and authentic Tandoori Prawns.,463,Appetizers,True,Non-Veg,3.4,2025-03-10 15:59:11,2025-03-23 13:01:31.000000
987,81,Farmhouse Pizza,A popular Indian dish.,285,Italian & Continental,True,Veg,,2025-03-15 18:28:45,2025-03-21 05:16:57.000000
988,81,Nimbu Pani,A must-try Nimbu Pani from India.,300,Beverages,True,Veg,4.0,2025-04-06 06:33:00,2025-04-06 22:49:53.000000
989,81,Rogan Josh,Classic Rogan Josh with a twist.,351,Main Course,True,Non-Veg,3.0,2025-03-10 20:43:14,2025-03-18 08:16:01.000000
990,81,Hot & Sour Soup,A popular Indian dish.,162,Chinese & Indo-Chinese,True,Veg,4.5,2025-02-27 12:00:02,2025-03-08 17:22:43.000000
991,81,Grilled Chicken Steak,Traditional Indian Grilled Chicken Steak with rich flavors.,120,Italian & Continental,True,Non-Veg,3.7,2025-03-17 16:42:01,2025-03-19 16:37:55.000000
992,81,Onion Uttapam,Delicious and authentic Onion Uttapam.,432,South Indian,True,Veg,4.0,2025-03-24 18:50:48,2025-04-02 20:25:48.000000
993,81,Masala Puri,A must-try Masala Puri from India.,314,Snacks & Street Food,True,Veg,2.7,2025-02-23 04:06:09,2025-03-04 01:20:58.000000
994,81,Litti Chokha,A must-try Litti Chokha from India.,140,Main Course,True,Veg,2.5,2025-03-19 09:35:54,2025-03-19 15:53:01.000000
1141,94,Pepperoni Pizza,Classic Pepperoni Pizza with a twist.,54,Italian & Continental,True,Non-Veg,3.8,2025-01-25 06:53:30,2025-03-21 06:49:32.000000
1142,94,Schezwan Noodles,A popular Indian dish.,118,Chinese & Indo-Chinese,True,Veg,3.7,2025-03-08 22:55:08,2025-03-10 10:49:19.000000
1143,94,Chole Bhature,A popular Indian dish.,472,Main Course,True,Veg,1.0,2025-02-25 05:24:21,2025-02-28 20:10:21.000000
1144,94,Nimbu Pani,Classic Nimbu Pani with a twist.,257,Beverages,True,Veg,3.8,2025-02-17 11:29:44,2025-02-19 21:21:56.000000
1145,94,Masala Chai,A must-try Masala Chai from India.,57,Beverages,True,Veg,4.0,2025-01-14 01:55:58,2025-03-13 18:13:22.000000
1146,94,Bruschetta,A must-try Bruschetta from India.,131,Italian & Continental,True,Veg,4.6,2025-01-13 15:03:40,2025-02-07 07:20:55.000000
1147,94,Stuffed Bell Peppers,Classic Stuffed Bell Peppers with a twist.,224,Italian & Continental,True,Veg,3.5,2025-01-18 14:38:08,2025-02-02 08:22:27.000000
1148,94,Grilled Chicken Steak,A popular Indian dish.,421,Italian & Continental,True,Non-Veg,4.4,2025-01-18 05:51:13,2025-02-08 07:59:13.000000
1149,94,Iced Tea,Delicious and authentic Iced Tea.,370,Beverages,True,Veg,3.6,2025-01-29 01:26:22,2025-02-22 01:47:25.000000
1150,94,Masala Papad,A popular Indian dish.,423,Appetizers,True,Veg,4.2,2025-01-31 07:45:22,2025-02-05 20:36:36.000000
1151,94,Margherita Pizza,Traditional Indian Margherita Pizza with rich flavors.,163,Italian & Continental,True,Veg,4.5,2025-01-21 04:46:51,2025-02-05 01:07:01.000000
1152,94,Quesadillas,Traditional Indian Quesadillas with rich flavors.,341,Italian & Continental,True,Veg,4.4,2025-02-14 20:43:09,2025-02-21 07:56:46.000000
1153,94,Appam with Stew,A popular Indian dish.,71,South Indian,True,Veg,2.8,2025-02-04 20:42:42,2025-04-17 17:50:29.000000
1154,94,Chicken Rezala,Delicious and authentic Chicken Rezala.,291,Main Course,True,Non-Veg,3.4,2025-01-19 13:32:38,2025-02-25 12:25:47.000000
1764,142,Ghee Roast Dosa,Delicious and authentic Ghee Roast Dosa.,95,South Indian,True,Veg,3.0,2025-04-10 11:31:02,2025-04-23 16:11:20.000000
1765,142,Burritos,A popular Indian dish.,363,Italian & Continental,True,Veg,4.2,2025-04-05 09:21:46,2025-04-06 18:29:36.000000
1766,142,Onion Uttapam,A must-try Onion Uttapam from India.,362,South Indian,True,Veg,3.1,2025-03-18 16:49:32,2025-04-06 00:23:23.000000
1767,142,Rasam Rice,Classic Rasam Rice with a twist.,424,South Indian,True,Veg,3.8,2025-04-22 13:33:37,2025-04-23 09:26:34.000000
1768,142,Cold Brew Coffee,A must-try Cold Brew Coffee from India.,391,Beverages,True,Veg,4.3,2025-03-31 12:18:21,2025-04-10 01:31:45.000000
1769,142,Gulab Jamun,A must-try Gulab Jamun from India.,263,Desserts,True,Veg,3.5,2025-04-28 20:11:05,2025-04-28 20:11:05.806355
1770,142,Aloo Tikki,Delicious and authentic Aloo Tikki.,255,Appetizers,True,Veg,4.0,2025-03-23 11:42:17,2025-04-04 02:10:38.000000
1771,142,Basundi,Classic Basundi with a twist.,254,Desserts,True,Veg,5.0,2025-05-09 08:42:47,2025-05-09 08:42:47.053264
1772,142,Jalebi,Delicious and authentic Jalebi.,227,Desserts,True,Veg,1.0,2025-05-04 01:41:51,2025-05-04 01:41:51.579722
1773,142,Seekh Kebab,Traditional Indian Seekh Kebab with rich flavors.,236,Appetizers,True,Non-Veg,2.5,2025-05-10 20:31:57,2025-05-10 20:31:57.066273
1774,142,Chocolate Brownie,Delicious and authentic Chocolate Brownie.,460,Desserts,True,Veg,3.7,2025-04-01 07:51:35,2025-04-22 17:53:11.000000
1775,142,Paneer Tikka,A must-try Paneer Tikka from India.,254,Appetizers,True,Veg,3.8,2025-04-21 19:42:56,2025-04-22 04:36:32.000000
1776,142,Masala Papad,A must-try Masala Papad from India.,484,Appetizers,True,Veg,4.2,2025-04-18 19:33:30,2025-04-21 11:51:46.000000
1777,142,Chowmein,A popular Indian dish.,377,Snacks & Street Food,True,Veg,3.0,2025-05-10 09:40:54,2025-05-10 09:40:54.596965
1778,142,Palak Paneer,A must-try Palak Paneer from India.,59,Main Course,True,Veg,4.1,2025-03-30 14:28:50,2025-04-13 02:12:36.000000
2193,176,Chowmein,Traditional Indian Chowmein with rich flavors.,398,Snacks & Street Food,True,Veg,,2025-05-26 22:52:44,2025-05-26 22:52:44.492623
2194,176,Paneer Lababdar,Traditional Indian Paneer Lababdar with rich flavors.,118,Main Course,True,Veg,,2025-06-08 03:24:30,2025-06-08 03:24:30.474367
2195,176,Cheesecake,Classic Cheesecake with a twist.,60,Desserts,True,Veg,,2025-05-11 10:39:13,2025-05-11 10:39:13.280189
2196,176,Misal Pav,Traditional Indian Misal Pav with rich flavors.,124,Snacks & Street Food,True,Veg,,2025-04-20 15:07:37,2025-04-21 03:05:04.000000
2197,176,Set Dosa,A popular Indian dish.,50,South Indian,True,Veg,4.0,2025-05-31 15:26:23,2025-05-31 15:26:23.324008
2198,176,Manchow Soup,A popular Indian dish.,458,Chinese & Indo-Chinese,True,Veg,,2025-06-03 09:17:16,2025-06-03 09:17:16.719466
2199,176,Masala Chai,Delicious and authentic Masala Chai.,104,Beverages,True,Veg,4.5,2025-05-09 09:06:59,2025-05-09 09:06:59.798692
2200,176,Bruschetta,A popular Indian dish.,173,Italian & Continental,True,Veg,3.0,2025-05-31 11:59:46,2025-05-31 11:59:46.187836
2201,176,Tomato Uttapam,A popular Indian dish.,439,South Indian,True,Veg,,2025-05-04 18:00:14,2025-05-04 18:00:14.661040
2202,176,Chicken Rezala,Traditional Indian Chicken Rezala with rich flavors.,118,Main Course,True,Non-Veg,,2025-05-01 15:05:30,2025-05-01 15:05:30.271472
2203,176,Chicken Wings,Delicious and authentic Chicken Wings.,299,Appetizers,True,Non-Veg,,2025-06-14 11:35:30,2025-06-14 11:35:30.518966
2204,176,Chilli Paneer,A popular Indian dish.,311,Chinese & Indo-Chinese,True,Veg,5.0,2025-06-03 18:57:48,2025-06-03 18:57:48.802764
2205,176,Lasagna,Delicious and authentic Lasagna.,499,Italian & Continental,True,Veg,4.5,2025-04-30 22:48:32,2025-04-30 22:48:32.213189
2206,176,Pani Puri,Classic Pani Puri with a twist.,205,Snacks & Street Food,True,Veg,,2025-04-22 06:34:48,2025-04-22 12:33:00.000000
2230,179,Bisibele Bath,A must-try Bisibele Bath from India.,380,South Indian,True,Veg,4.3,2025-04-26 23:57:45,2025-04-26 23:57:45.017287
2231,179,Methi Malai Murg,Classic Methi Malai Murg with a twist.,222,Main Course,True,Non-Veg,4.1,2025-03-28 15:27:37,2025-04-07 19:29:08.000000
2232,179,Mango Lassi,Classic Mango Lassi with a twist.,218,Beverages,True,Veg,4.7,2025-05-10 21:32:30,2025-05-10 21:32:30.423701
2233,179,Chana Chaat,A must-try Chana Chaat from India.,112,Snacks & Street Food,True,Veg,3.8,2025-03-30 20:26:49,2025-04-22 05:42:22.000000
2234,179,Rava Dosa,A must-try Rava Dosa from India.,300,South Indian,True,Veg,3.0,2025-04-06 20:26:20,2025-04-14 06:53:08.000000
2235,179,Garlic Bread,Traditional Indian Garlic Bread with rich flavors.,105,Italian & Continental,True,Veg,4.0,2025-04-23 05:59:03,2025-04-23 06:11:50.000000
2236,179,Chhena Poda,Traditional Indian Chhena Poda with rich flavors.,280,Desserts,True,Veg,4.5,2025-03-31 20:29:07,2025-04-04 07:29:40.000000
2237,179,Lasagna,A must-try Lasagna from India.,221,Italian & Continental,True,Veg,4.3,2025-04-19 23:28:56,2025-04-23 13:26:54.000000
2238,179,Idli,Classic Idli with a twist.,88,South Indian,True,Veg,3.3,2025-04-17 08:14:11,2025-04-18 19:37:42.000000
2239,179,Schezwan Noodles,Classic Schezwan Noodles with a twist.,453,Chinese & Indo-Chinese,True,Veg,4.0,2025-05-18 07:25:05,2025-05-18 07:25:05.541855
2240,179,Dum Aloo,Delicious and authentic Dum Aloo.,451,Main Course,True,Veg,4.8,2025-04-25 16:19:26,2025-04-25 16:19:26.862725
2241,179,Chicken Chettinad,A popular Indian dish.,365,Main Course,True,Non-Veg,3.2,2025-05-09 01:53:05,2025-05-09 01:53:05.943647
2242,179,Modak,Classic Modak with a twist.,189,Desserts,True,Veg,3.2,2025-04-05 00:42:51,2025-04-22 17:18:10.000000
2243,179,Bruschetta,A must-try Bruschetta from India.,146,Italian & Continental,True,Veg,3.0,2025-03-31 00:16:12,2025-04-18 19:55:17.000000
2430,195,Plain Dosa,A popular Indian dish.,133,South Indian,True,Veg,4.0,2022-03-26 01:40:57,2022-04-15 04:12:27.000000
2431,195,Margherita Pizza,Delicious and authentic Margherita Pizza.,299,Italian & Continental,True,Veg,3.8,2022-04-12 15:01:33,2024-05-02 14:23:13.000000
2432,195,Spring Rolls,Classic Spring Rolls with a twist.,92,Chinese & Indo-Chinese,True,Veg,4.0,2022-05-04 03:11:18,2024-04-20 11:51:32.000000
2433,195,Falooda,Traditional Indian Falooda with rich flavors.,438,Desserts,True,Veg,3.4,2022-04-12 18:36:54,2025-01-01 18:39:26.000000
2434,195,Lasagna,Delicious and authentic Lasagna.,123,Italian & Continental,True,Veg,3.7,2022-03-31 11:02:00,2023-10-08 22:10:03.000000
2435,195,Stuffed Bell Peppers,A must-try Stuffed Bell Peppers from India.,178,Italian & Continental,True,Veg,4.0,2022-03-30 07:02:20,2023-01-24 16:07:07.000000
2436,195,Samosa,Classic Samosa with a twist.,197,Appetizers,True,Veg,4.0,2022-04-03 01:48:32,2023-07-19 09:17:13.000000
2437,195,Prawn Skewers,A popular Indian dish.,279,Appetizers,True,Non-Veg,3.7,2022-04-08 06:11:47,2024-04-29 14:23:38.000000
2438,195,Paneer Lababdar,Traditional Indian Paneer Lababdar with rich flavors.,85,Main Course,True,Veg,3.5,2022-05-10 09:00:21,2024-09-08 04:56:49.000000
2439,195,Shahi Paneer,Traditional Indian Shahi Paneer with rich flavors.,320,Main Course,True,Veg,3.8,2022-04-13 01:30:35,2023-02-06 21:10:47.000000
2440,195,Veg Frankie,A popular Indian dish.,264,Snacks & Street Food,True,Veg,4.1,2022-03-28 10:25:07,2022-05-25 14:26:36.000000
2451,197,Caesar Salad,A popular Indian dish.,382,Italian & Continental,True,Veg,3.8,2023-01-27 11:52:24,2024-03-11 19:30:44.000000
2452,197,Hot & Sour Soup,Traditional Indian Hot & Sour Soup with rich flavors.,466,Chinese & Indo-Chinese,True,Veg,3.6,2022-12-13 18:55:06,2024-09-05 13:04:42.000000
2453,197,Ghee Roast Dosa,Delicious and authentic Ghee Roast Dosa.,211,South Indian,True,Veg,3.5,2023-01-08 16:02:44,2023-08-10 22:04:06.000000
2454,197,Lassi,A popular Indian dish.,161,Beverages,True,Veg,3.8,2023-01-10 04:08:34,2023-02-28 06:48:49.000000
2455,197,Idli,A must-try Idli from India.,206,South Indian,True,Veg,3.8,2022-12-12 06:41:50,2024-08-21 03:03:26.000000
2456,197,Iced Tea,A must-try Iced Tea from India.,340,Beverages,True,Veg,3.6,2023-01-29 13:38:12,2024-07-22 19:29:13.000000
2457,197,Bisibele Bath,Delicious and authentic Bisibele Bath.,332,South Indian,True,Veg,3.8,2022-12-17 16:25:13,2024-01-04 15:13:29.000000
2458,197,Modak,Delicious and authentic Modak.,167,Desserts,True,Veg,3.9,2023-01-07 16:37:59,2023-10-27 18:57:55.000000
2459,197,Bhel Puri,A popular Indian dish.,409,Snacks & Street Food,True,Veg,3.7,2023-01-03 17:31:28,2023-02-15 06:23:39.000000
2460,197,Cheesecake,Classic Cheesecake with a twist.,281,Desserts,True,Veg,3.4,2023-02-01 13:22:03,2023-09-23 04:30:33.000000
2965,240,Pesarattu,Classic Pesarattu with a twist.,170,South Indian,True,Veg,3.7,2022-12-31 20:58:47,2024-08-17 14:36:02.000000
2966,240,Four Cheese Pasta,Traditional Indian Four Cheese Pasta with rich flavors.,401,Italian & Continental,True,Veg,3.6,2023-02-04 06:00:00,2024-02-14 07:32:12.000000
2967,240,Neer Dosa,Delicious and authentic Neer Dosa.,493,South Indian,True,Veg,3.8,2023-01-22 22:49:09,2024-09-23 10:42:20.000000
2968,240,Rava Dosa,Traditional Indian Rava Dosa with rich flavors.,88,South Indian,True,Veg,3.7,2022-12-12 22:34:50,2024-03-06 18:06:24.000000
2969,240,Paneer Butter Masala,Classic Paneer Butter Masala with a twist.,326,Main Course,True,Veg,3.9,2023-01-07 14:37:44,2025-01-08 05:34:38.000000
